created_at,field1,field2,field3,field4,field5
2026-01-29 05:41:30,26.04,89.4,28,234.92,2
2026-01-29 05:45:00,33.1,62.93,44,0,0
2026-01-29 05:46:00,21.76,89.77,18,235.49,2
2026-01-29 05:48:00,30.69,45.5,48,3.97,0
2026-01-29 05:56:00,21.83,81.83,26,351.22,2
2026-01-29 06:04:00,33.62,55.27,48,1.26,0
2026-01-29 06:07:00,26.53,86.64,41,0,1
2026-01-29 06:08:00,31.14,76.68,40,30.14,1
2026-01-29 06:12:00,34.98,52.66,51,6.44,0
2026-01-29 06:13:00,30.21,44.1,47,17.54,0
2026-01-29 06:13:30,33.97,40.27,51,1.5,0
2026-01-29 06:17:00,21.86,90.68,21,766.46,2
2026-01-29 06:20:00,27.2,91.77,22,687.87,2
2026-01-29 06:21:00,27.13,84.54,38,65.57,1
2026-01-29 06:21:30,34.01,60.08,52,0,0
2026-01-29 06:23:00,25.23,92.06,20,157.11,2
2026-01-29 06:23:30,25.4,90.69,23,232.53,2
2026-01-29 06:25:00,32.12,49.01,45,13.16,0
2026-01-29 06:27:00,22.25,92.66,19,766.12,2
2026-01-29 06:30:00,26.04,86.26,29,377.51,2
2026-01-29 06:35:00,27.22,95.11,20,382.1,2
2026-01-29 06:40:00,26.37,90.95,23,419.05,2
2026-01-29 06:42:00,26.4,100.65,17,559.09,2
2026-01-29 06:43:00,25.96,79.98,39,16,1
2026-01-29 06:44:00,31.45,41.52,50,10.58,0
2026-01-29 06:45:00,30.77,52.66,48,19.99,0
2026-01-29 06:47:00,23.29,93,25,738.71,2
2026-01-29 06:54:00,24.86,86.98,21,360.16,2
2026-01-29 06:56:00,23.86,88.44,30,406.52,2
2026-01-29 06:57:00,30.76,47.82,48,6.81,0
2026-01-29 06:58:00,23.49,94.77,19,454.55,2
2026-01-29 07:01:00,30.84,41.37,44,0,0
2026-01-29 07:01:30,22.69,96.08,21,776.1,2
2026-01-29 07:02:00,30.89,41.5,50,0,0
2026-01-29 07:03:00,28.03,87.28,36,30.22,1
2026-01-29 07:08:00,33.4,51.92,48,0,0
2026-01-29 07:12:00,24.8,87.87,12,0,2
2026-01-29 07:16:00,25.87,98.68,30,273.15,2
2026-01-29 07:17:00,23.66,87.63,35,139.74,2
2026-01-29 07:18:00,25.89,95.86,23,185.55,2
2026-01-29 07:20:00,26.74,73.52,30,34.82,1
2026-01-29 07:21:00,29.21,83.12,39,57.32,1
2026-01-29 07:21:30,22.59,97.47,21,386.27,2
2026-01-29 07:22:00,24.99,98.91,23,254.76,2
2026-01-29 07:24:00,30.8,51.39,42,0,0
2026-01-29 07:27:00,35.28,0,48,30.67,0
2026-01-29 07:30:00,27.85,82.01,34,9.48,1
2026-01-29 07:35:00,24.04,90.19,20,374.15,2
2026-01-29 07:38:00,30.65,44.3,50,0.39,0
2026-01-29 07:39:00,22.94,95.14,24,291.67,2
2026-01-29 07:43:00,34.76,49.94,46,0,0
2026-01-29 07:47:00,27.03,74.07,34,0,1
2026-01-29 07:49:00,31.21,87.81,40,90.54,1
2026-01-29 07:50:00,35.32,59.21,47,11.38,0
2026-01-29 07:53:00,23.33,85.72,27,196.05,2
2026-01-29 07:57:00,35.03,51.67,50,0,0
2026-01-29 07:57:30,27.84,77.98,40,84.88,1
2026-01-29 07:58:00,32.31,89.89,43,29.91,1
2026-01-29 07:59:00,34.37,36.69,42,0,0
2026-01-29 08:01:00,25.96,99.86,24,121.99,2
2026-01-29 08:02:00,32.01,42.86,45,22.95,0
2026-01-29 08:03:00,28.93,94.14,37,88.12,1
2026-01-29 08:03:30,35.34,55.01,47,0,0
2026-01-29 08:06:00,26.32,72.74,34,82.86,1
2026-01-29 08:09:00,0,54.02,45,12.63,0
2026-01-29 08:11:00,29.14,80.51,38,54.91,1
2026-01-29 08:13:00,26.49,77.94,38,87.56,1
2026-01-29 08:14:00,22.33,93.87,17,202.08,2
2026-01-29 08:16:00,28.02,84.23,36,100.05,1
2026-01-29 08:16:30,31.55,62.37,47,0,0
2026-01-29 08:18:00,22.97,102.7,20,572.06,2
2026-01-29 08:20:00,32.86,42.57,39,37.35,0
2026-01-29 08:24:00,34.82,58.2,47,0,0
2026-01-29 08:25:00,26.77,94.5,15,539.76,2
2026-01-29 08:28:00,31.23,50.73,47,10.51,0
2026-01-29 08:28:30,33.92,53.31,50,5.92,0
2026-01-29 08:29:00,32.68,53.39,43,0,0
2026-01-29 08:31:00,0,91.44,30,278.7,2
2026-01-29 08:34:00,26.07,78.74,34,0,1
2026-01-29 08:38:00,25.76,95.31,11,426.51,2
2026-01-29 08:39:00,27.47,96.35,11,797.5,2
2026-01-29 08:44:00,31.58,45.77,50,0,0
2026-01-29 08:44:30,31.12,83.53,37,48.22,1
2026-01-29 08:45:00,24.43,100.64,22,468.05,2
2026-01-29 08:50:00,28.71,81.53,41,21.33,1
2026-01-29 08:52:00,28.1,97.7,24,682.19,2
2026-01-29 08:54:00,27.2,82.08,35,109.35,1
2026-01-29 08:58:00,26.69,67.61,40,17.32,1
2026-01-29 08:58:30,23.91,90.83,19,815.47,2
2026-01-29 09:01:00,24.9,91.61,26,275.99,2
2026-01-29 09:08:00,33.77,49.34,44,33.16,0
2026-01-29 09:14:00,31.39,49.26,45,10.58,0
2026-01-29 09:19:00,28.67,86.37,37,78.92,1
2026-01-29 09:24:00,29.97,52.67,49,0,0
2026-01-29 09:29:00,33.98,47.3,42,0,0
2026-01-29 09:29:30,30.93,46.31,47,0,0
2026-01-29 09:30:00,29.96,76.45,39,79.29,1
2026-01-29 09:32:00,32.58,42.61,44,2.55,0
2026-01-29 09:36:00,25.3,96.65,25,346.66,2
2026-01-29 09:36:30,31.44,55.31,47,23.71,0
2026-01-29 09:38:00,27.05,90.29,15,766.54,2
2026-01-29 09:41:00,34.54,55.65,40,17.76,0
2026-01-29 09:42:00,35.96,60.38,48,0,0
2026-01-29 09:42:30,31.95,47.85,46,0,0
2026-01-29 09:46:00,35.88,52.98,43,19.45,0
2026-01-29 09:48:00,28.16,73.84,34,65.76,1
2026-01-29 09:49:00,28.38,82.02,42,72.76,1
2026-01-29 09:50:00,24.74,86.75,24,376.32,2
2026-01-29 09:55:00,28.13,0,0,49.82,1
2026-01-29 09:55:30,28.4,93.73,36,82.28,1
2026-01-29 10:01:00,31,68.86,34,103.58,1
2026-01-29 10:02:00,22.44,92.54,21,378.12,2
2026-01-29 10:07:00,31.17,54.19,45,5.96,0
2026-01-29 10:07:30,31.44,75.24,40,97.05,1
2026-01-29 10:08:00,32.11,39.98,37,1.56,0
2026-01-29 10:13:00,32.43,50.08,43,5.01,0
2026-01-29 10:13:30,32.19,53.69,47,0,0
2026-01-29 10:14:00,35.66,42.11,50,0,0
2026-01-29 10:16:00,29.77,89.71,43,59.27,1
2026-01-29 10:17:00,27.28,95.43,18,621.22,2
2026-01-29 10:19:00,32.13,68.63,40,18,1
2026-01-29 10:19:30,30.9,79.04,33,51.95,1
2026-01-29 10:21:00,30.54,44.97,40,29.82,0
2026-01-29 10:25:00,26.74,72.8,32,7.94,1
2026-01-29 10:28:00,30.23,41.35,46,0,0
2026-01-29 10:30:00,34.8,61.59,40,17.84,0
2026-01-29 10:32:00,26.26,95.13,24,703.47,2
2026-01-29 10:35:00,35.54,45.87,45,0,0
2026-01-29 10:36:00,30.95,52.72,40,0,0
2026-01-29 10:38:00,34.37,36.64,47,0,0
2026-01-29 10:40:00,30.48,82.54,43,0,1
2026-01-29 10:41:00,25,101.51,25,638.83,2
2026-01-29 10:44:00,35.5,57.16,37,0,0
2026-01-29 10:44:30,23.41,89.11,22,414.85,2
2026-01-29 10:50:00,34.79,39.39,50,0,0
2026-01-29 10:52:00,32.66,57.94,43,3.15,0
2026-01-29 10:53:00,27.41,97.25,27,314.83,2
2026-01-29 10:53:30,33.58,46.53,42,4.68,0
2026-01-29 10:56:00,27.94,77.13,40,13.61,1
2026-01-29 11:00:00,27.43,79.52,42,90.51,1
2026-01-29 11:01:00,30.98,42.88,43,3.49,0
2026-01-29 11:04:00,30.96,43.79,40,0,0
2026-01-29 11:09:00,26.05,85.88,19,795.01,2
2026-01-29 11:14:00,34.56,53.38,44,5.52,0
2026-01-29 11:21:00,32.45,76.02,40,111.15,1
2026-01-29 11:23:00,0,90.58,17,546.72,2
2026-01-29 11:25:00,27.21,97.35,18,496.85,2
2026-01-29 11:28:00,0,73.66,38,13.35,1
2026-01-29 11:32:00,29.96,85.9,38,87.46,1
2026-01-29 11:35:00,21.47,91.41,6,722.24,2
2026-01-29 11:35:20,28.2,96.36,7,744.43,2
2026-01-29 11:35:40,31.84,79.05,36,35.76,1
2026-01-29 11:36:00,34.03,47.38,53,8.14,0
2026-01-29 11:38:00,23.17,96.66,18,399.34,2
2026-01-29 11:38:30,27.98,76.12,39,56.19,1
2026-01-29 11:41:00,23.28,88.38,21,672.57,2
2026-01-29 11:42:00,33.75,53.63,44,0,0
2026-01-29 11:43:00,29.6,82.71,44,86.78,1
2026-01-29 11:44:00,23,102.36,18,302.23,2
2026-01-29 11:45:00,30.46,84.12,41,82.82,1
2026-01-29 11:45:30,26.44,78.82,34,36,1
2026-01-29 11:46:00,24.91,87.7,12,499.71,2
2026-01-29 11:47:00,25.62,91.63,29,426.67,2
2026-01-29 11:49:00,24.55,89.34,29,97.5,2
2026-01-29 11:49:30,30.4,88.89,31,16.22,1
2026-01-29 11:50:00,24.34,90.24,26,161.73,2
2026-01-29 11:50:20,28.04,89.01,25,573.74,2
2026-01-29 11:50:40,33.13,53.22,45,0,0
2026-01-29 11:52:00,28.92,83.59,41,77.83,1
2026-01-29 11:55:00,34.31,50.75,45,24.01,0
2026-01-29 11:58:00,21.89,90.05,20,631,2
2026-01-29 11:59:00,35.01,45.26,51,0,0
2026-01-29 12:00:00,27.11,88.42,40,52.49,1
2026-01-29 12:00:20,36.28,52.32,47,12.71,0
2026-01-29 12:00:40,22.49,86.14,24,318.18,2
2026-01-29 12:01:00,36.2,52.79,0,9.36,0
2026-01-29 12:02:00,25.26,93.34,29,245.73,2
2026-01-29 12:05:00,28.12,0,36,76.05,1
2026-01-29 12:07:00,31.6,92.42,33,102.47,1
2026-01-29 12:07:30,27.47,92.9,8,655.31,2
2026-01-29 12:08:00,27.25,90.07,36,83.76,1
2026-01-29 12:10:00,25.04,88.07,20,338.76,2
2026-01-29 12:10:30,30.53,83.59,36,108.68,1
2026-01-29 12:12:00,24.91,94.37,0,235.56,2
2026-01-29 12:14:00,23.62,85.04,18,555.48,2
2026-01-29 12:14:30,30.65,76.46,39,101.65,1
2026-01-29 12:16:00,26.84,86.4,15,641.54,2
2026-01-29 12:16:30,23.13,100.33,25,169.14,2
2026-01-29 12:18:00,31.88,40.99,44,0,0
2026-01-29 12:19:00,0,73.74,37,75.74,1
2026-01-29 12:24:00,25.28,91.35,21,281.34,2
2026-01-29 12:26:00,33.62,43.46,53,0,0
2026-01-29 12:28:00,26.58,82.36,24,162.31,2
2026-01-29 12:30:00,27.45,84.57,38,62.97,1
2026-01-29 12:33:00,23.01,86.3,14,621.66,2
2026-01-29 12:34:00,36.11,55.08,51,11.56,0
2026-01-29 12:40:00,30.54,84.7,41,81.88,1
2026-01-29 12:43:00,29.22,93.52,35,33.68,1
2026-01-29 12:48:00,35.91,51.65,48,0,0
2026-01-29 12:50:00,29.4,80.24,41,99.94,1
2026-01-29 12:50:30,30.3,81.59,33,47.4,1
2026-01-29 12:54:00,27.6,69.97,39,92.98,1
2026-01-29 12:54:20,32.51,43.77,49,0,0
2026-01-29 12:54:40,23.88,101.12,19,449.35,2
2026-01-29 12:56:00,32.93,40.35,46,8.63,0
2026-01-29 13:00:00,23.26,96.86,27,457.71,2
2026-01-29 13:02:00,29.1,84.36,42,54.71,1
2026-01-29 13:02:30,24.07,94.17,17,609.95,2
2026-01-29 13:04:00,27.74,92.65,28,0,2
2026-01-29 13:10:00,35.82,46.99,43,9.1,0
2026-01-29 13:16:00,35.43,0,46,0,0
2026-01-29 13:17:00,27.01,104.64,22,501.39,2
2026-01-29 13:22:00,33.13,55.98,41,0,0
2026-01-29 13:24:00,30.04,80.52,43,42.4,1
2026-01-29 13:25:00,31.17,83.7,41,84.85,1
2026-01-29 13:26:00,32.4,62.25,52,0,0
2026-01-29 13:27:00,26.4,81.92,40,86.58,1
2026-01-29 13:28:00,26.67,83.84,30,178.66,2
2026-01-29 13:35:00,26.2,93.1,17,450.83,2
2026-01-29 13:36:00,24.03,86.45,4,661.39,2
2026-01-29 13:36:30,27.44,92.32,18,433.18,2
2026-01-29 13:37:00,27.34,97.09,20,717.8,2
2026-01-29 13:37:20,32.24,45.62,45,0,0
2026-01-29 13:37:40,21.4,81.01,28,573.19,2
2026-01-29 13:38:00,23.2,89.46,15,566.41,2
2026-01-29 13:44:00,31.54,51.47,53,0,0
2026-01-29 13:45:00,33.63,42.07,54,0,0
2026-01-29 13:45:30,32.21,63.73,47,0,0
2026-01-29 13:48:00,35.66,48.37,54,15.32,0
2026-01-29 13:49:00,0,45.49,44,0.76,0
2026-01-29 13:49:30,27.98,95.69,33,281.18,2
2026-01-29 13:52:00,30.85,59.99,43,30.32,0
2026-01-29 13:52:30,34.58,45.48,41,10.67,0
2026-01-29 13:54:00,29.34,75.38,42,45.74,1
2026-01-29 13:55:00,30.26,76.53,34,91.99,1
2026-01-29 13:57:00,25.35,88.46,6,703.79,2
2026-01-29 13:57:30,30.22,73.11,37,28.84,1
2026-01-29 13:58:00,28.15,97.27,42,54.93,1
2026-01-29 14:00:00,31.11,82.47,42,48.45,1
2026-01-29 14:02:00,22.04,83.39,23,414.85,2
2026-01-29 14:04:00,29.91,86.52,37,48.5,1
2026-01-29 14:05:00,26.7,68.95,38,29.94,1
2026-01-29 14:06:00,31.26,41.89,50,1.62,0
2026-01-29 14:12:00,27.1,87.09,12,769.89,2
2026-01-29 14:17:00,33.84,48.54,45,0,0
2026-01-29 14:19:00,30.44,44.39,48,0,0
2026-01-29 14:21:00,25.75,90.05,37,391.63,2
2026-01-29 14:23:00,34.39,46.98,45,10.75,0
2026-01-29 14:25:00,26.38,85.78,0,520.02,2
2026-01-29 14:26:00,26.98,88.44,43,5.3,1
2026-01-29 14:29:00,26.25,75.35,43,34.65,1
2026-01-29 14:31:00,34.07,51.85,50,0,0
2026-01-29 14:31:30,27.55,97.13,26,236.85,2
2026-01-29 14:32:00,29.23,83.82,32,92.56,1
2026-01-29 14:38:00,21.47,84.63,22,504.71,2
2026-01-29 14:41:00,25.64,88.55,28,511.28,2
2026-01-29 14:49:00,34.26,62.92,47,9.57,0
2026-01-29 14:51:00,33.4,52.43,48,0,0
2026-01-29 14:53:00,33.19,54.6,44,0,0
2026-01-29 14:53:20,30.84,40.79,42,0,0
2026-01-29 14:53:40,31.15,80.31,38,79.76,1
2026-01-29 14:55:00,32.64,0,45,2.78,0
2026-01-29 14:56:00,33.78,43.71,44,47.12,0
2026-01-29 14:57:00,0,87.52,31,340.73,2
2026-01-29 14:57:30,28.43,86.77,39,47.37,1
2026-01-29 14:59:00,21.87,89.87,27,776.41,2
2026-01-29 15:02:00,22.45,100.09,10,777.03,2
2026-01-29 15:04:00,28.75,84.34,37,0,1
2026-01-29 15:04:30,32.9,44.54,37,0,0
2026-01-29 15:08:00,29.81,50.79,45,0,0
2026-01-29 15:13:00,29.91,78.19,36,79.38,1
2026-01-29 15:14:00,32.47,55.95,48,7.6,0
2026-01-29 15:15:00,0,45.07,54,0,0
2026-01-29 15:17:00,23.59,86.73,7,740.3,2
2026-01-29 15:19:00,26.39,83.03,28,101.49,1
2026-01-29 15:21:00,29.63,84.57,37,103.53,1
2026-01-29 15:21:30,22.67,92.87,27,315.44,2
2026-01-29 15:22:00,21.94,99.11,17,434.11,2
2026-01-29 15:22:20,30.94,58.91,54,0,0
2026-01-29 15:22:40,29.58,90.85,39,91.12,1
2026-01-29 15:24:00,27.65,79.38,43,43.22,1
2026-01-29 15:28:00,22.25,86.79,19,508.56,2
2026-01-29 15:31:00,31.53,46.73,44,10.48,0
2026-01-29 15:34:00,26.37,98.55,12,458.92,2
2026-01-29 15:36:00,27.85,70.33,34,60.27,1
2026-01-29 15:37:00,29.89,70.45,37,0,1
2026-01-29 15:37:30,28.9,67.12,33,35.26,1
2026-01-29 15:38:00,31.9,40.62,49,0,0
2026-01-29 15:39:00,30.27,69.41,34,85.5,1
2026-01-29 15:44:00,22.35,91.05,28,578.76,2
2026-01-29 15:50:00,22.41,95.4,23,277.65,2
2026-01-29 15:52:00,35.57,58.59,46,0,0
2026-01-29 15:53:00,34.57,51.7,41,10.46,0
2026-01-29 15:55:00,25.02,0,33,433.78,2
2026-01-29 16:05:00,31.75,51.65,51,0.26,0
2026-01-29 16:06:00,35.99,59.1,53,0,0
2026-01-29 16:08:00,31.52,48.02,45,10.37,0
2026-01-29 16:08:30,28.96,83.31,41,78.5,1
2026-01-29 16:16:00,35.51,58.19,49,0,0
2026-01-29 16:18:00,33,45.89,50,0,0
2026-01-29 16:19:00,27.33,80.21,40,61.48,1
2026-01-29 16:25:00,31.76,54.81,45,3.92,0
2026-01-29 16:26:00,23.47,96.57,21,341.52,2
2026-01-29 16:28:00,24.9,88.7,25,256.43,2
2026-01-29 16:31:00,23.64,84.63,28,201.85,2
2026-01-29 16:31:30,33.59,47.58,48,0,0
2026-01-29 16:34:00,35.71,52.13,44,15.21,0
2026-01-29 16:34:20,31.89,44.11,42,15.1,0
2026-01-29 16:34:40,31.31,50.98,47,0,0
2026-01-29 16:35:00,24.23,98.76,14,773.33,2
2026-01-29 16:35:30,31.44,51.33,51,16.51,0
2026-01-29 16:39:00,22.27,89.75,0,473.52,2
2026-01-29 16:44:00,23.65,86.22,23,742.14,2
2026-01-29 16:45:00,24.26,85.57,30,726.55,2
2026-01-29 16:46:00,29.89,75.86,42,24.18,1
2026-01-29 16:52:00,36.19,39.77,46,0,0
2026-01-29 16:53:00,28.03,87.67,10,733.48,2
2026-01-29 16:59:00,23.28,92.93,22,566,2
2026-01-29 17:01:00,27.85,89.85,19,229.89,2
2026-01-29 17:06:00,32.03,46.14,43,2.8,0
2026-01-29 17:08:00,24.96,89.64,26,151.34,2
2026-01-29 17:08:30,27.66,99.81,18,248.71,2
2026-01-29 17:11:00,32.12,50.9,50,3.39,0
2026-01-29 17:14:00,23.85,92.51,30,224.47,2
2026-01-29 17:17:00,34.89,49.83,50,6.44,0
2026-01-29 17:20:00,24.77,96.16,24,141.94,2
2026-01-29 17:24:00,22.66,97.02,29,195.21,2
2026-01-29 17:25:00,0,97.07,17,358.89,2
2026-01-29 17:27:00,29.31,69.5,37,70.84,1
2026-01-29 17:29:00,35.73,53.39,47,0,0
2026-01-29 17:29:30,30.33,89.05,42,67.71,1
2026-01-29 17:33:00,25.81,87.95,41,11.92,1
2026-01-29 17:33:30,26.31,72.37,41,12.1,1
2026-01-29 17:34:00,31.18,85.03,42,34.71,1
2026-01-29 17:35:00,32.36,43.79,50,42.06,0
2026-01-29 17:40:00,29.63,92.6,36,35.4,1
2026-01-29 17:42:00,23.09,88.78,22,480.5,2
2026-01-29 17:42:30,33.44,48.53,49,0,0
2026-01-29 17:50:00,35.44,54.74,50,0,0
2026-01-29 17:59:00,26.31,101.86,15,661.55,2
2026-01-29 18:00:00,24.04,93.21,21,215.48,2
2026-01-29 18:01:00,32.1,44.82,49,3.26,0
2026-01-29 18:02:00,25.59,93.41,5,644.69,2
2026-01-29 18:09:00,27.74,88.98,19,439.26,2
2026-01-29 18:12:00,23.95,100.91,22,523.03,2
2026-01-29 18:12:30,25.44,89.75,20,651.59,2
2026-01-29 18:14:00,25.02,96.42,25,183.47,2
2026-01-29 18:17:00,28.79,80.21,39,61.78,1
2026-01-29 18:18:00,26.44,95.07,15,646.22,2
2026-01-29 18:22:00,24.09,91.29,26,168.03,2
2026-01-29 18:27:00,32.05,47.1,43,0,0
2026-01-29 18:33:00,26.6,79.49,40,91.2,1
2026-01-29 18:35:00,28.3,87.52,0,59.68,1
2026-01-29 18:38:00,0,49.16,44,0,0
2026-01-29 18:40:00,27.21,81.03,33,69.31,1
2026-01-29 18:40:30,26.97,96.52,24,324.5,2
2026-01-29 18:41:00,31.11,0,42,40.46,1
2026-01-29 18:43:00,29.46,87.11,46,0,1
2026-01-29 18:43:30,24.39,95.13,25,495.82,2
2026-01-29 18:44:00,23.05,102.91,24,351.11,2
2026-01-29 18:47:00,27.3,83.14,7,767.34,2
2026-01-29 18:48:00,26.87,91.37,18,527.27,2
2026-01-29 18:49:00,26.55,85.42,24,419.31,2
2026-01-29 18:49:30,32.89,59.88,49,24,0
2026-01-29 18:53:00,32.26,56.01,42,7.7,0
2026-01-29 18:54:00,31.49,55.37,43,0,0
2026-01-29 18:55:00,35.73,48.61,45,0,0
2026-01-29 18:55:30,0,49.88,38,17.05,0
2026-01-29 18:57:00,26.49,89.06,24,0,2
2026-01-29 18:57:30,28.4,96.4,19,375.78,2
2026-01-29 19:07:00,30.6,76.97,43,56.48,1
2026-01-29 19:08:00,30.47,42.45,48,10.11,0
2026-01-29 19:09:00,23,0,21,526.62,2
2026-01-29 19:11:00,34.06,55.26,50,0,0
2026-01-29 19:11:30,31.16,84.06,35,64.65,1
2026-01-29 19:15:00,28.94,69.21,37,69.87,1
2026-01-29 19:17:00,33.33,51.8,0,0,0
2026-01-29 19:19:00,30.87,41.58,46,19.27,0
2026-01-29 19:22:00,22.75,93.58,24,170.83,2
2026-01-29 19:24:00,31.03,0,45,12.04,0
2026-01-29 19:27:00,26.56,85.06,26,536.84,2
2026-01-29 19:29:00,35.64,52.37,54,1.56,0
2026-01-29 19:30:00,28.6,80.95,39,114.26,1
2026-01-29 19:34:00,31.41,49.46,49,21.21,0
2026-01-29 19:36:00,27.34,87.05,30,183.3,2
2026-01-29 19:39:00,25.25,79.43,26,419.6,2
2026-01-29 19:40:00,32.74,45.26,44,0,0
2026-01-29 19:45:00,31.79,54.72,46,0,0
2026-01-29 19:46:00,31.35,0,39,89.59,1
2026-01-29 19:48:00,27.87,68.58,36,95.74,1
2026-01-29 19:49:00,30.83,36.54,45,0,0
2026-01-29 19:55:00,29.09,76.23,37,0,1
2026-01-29 19:55:30,27.53,85.69,46,57.93,1
2026-01-29 19:57:00,31.73,80.81,42,78.59,1
2026-01-29 19:59:00,32.47,0,44,0,0
2026-01-29 20:01:00,22.01,90.81,26,463.52,2
2026-01-29 20:06:00,32.34,50.32,52,5.98,0
2026-01-29 20:14:00,26.78,0,27,319.84,2
2026-01-29 20:18:00,31.9,73.82,37,83.74,1
2026-01-29 20:20:00,32.11,78.73,35,71.32,1
2026-01-29 20:22:00,23.18,88.24,18,595.16,2
2026-01-29 20:24:00,26.37,100.03,21,776.87,2
2026-01-29 20:27:00,29.57,52.42,45,0,0
2026-01-29 20:27:30,23.02,100.45,17,643.47,2
2026-01-29 20:28:00,33.48,52.26,41,0,0
2026-01-29 20:31:00,30.05,50.1,50,0,0
2026-01-29 20:33:00,29.15,69.77,37,78.54,1
2026-01-29 20:36:00,32.17,49.66,49,0,0
2026-01-29 20:36:30,25.97,77.73,0,86.65,1
2026-01-29 20:39:00,33.51,40.23,40,0,0
2026-01-29 20:42:00,27.8,87.4,30,422.72,2
2026-01-29 20:46:00,27.68,86.64,0,673.64,2
2026-01-29 20:53:00,33.69,56.58,50,0,0
2026-01-29 20:53:30,31.05,80.57,42,79.07,1
2026-01-29 20:55:00,27.61,79.18,37,102.35,1
2026-01-29 20:56:00,27.22,91.95,15,574.16,2
2026-01-29 21:01:00,35.99,55.65,43,20.32,0
2026-01-29 21:02:00,23.53,99.41,18,359.32,2
2026-01-29 21:06:00,22.69,100.56,24,188.51,2
2026-01-29 21:11:00,28.56,73.13,36,70.27,1
2026-01-29 21:13:00,33.13,59.79,48,0.3,0
2026-01-29 21:14:00,31.66,44.6,48,0,0
2026-01-29 21:15:00,32.51,36.49,42,12.39,0
2026-01-29 21:16:00,26.36,97.97,17,593.61,2
2026-01-29 21:17:00,30.09,52.77,44,3.66,0
2026-01-29 21:21:00,27.21,78.81,39,86.52,1
2026-01-29 21:22:00,26.92,78.42,32,41.85,1
2026-01-29 21:23:00,32.27,60.02,43,5.75,0
2026-01-29 21:23:30,29.94,81.94,36,48.75,1
2026-01-29 21:29:00,27.78,87.89,39,0,1
2026-01-29 21:35:00,22.3,104.29,26,162.96,2
2026-01-29 21:35:30,26.88,83.37,41,67.83,1
2026-01-29 21:41:00,26.42,72.12,43,83.9,1
2026-01-29 21:41:30,28.53,65.46,43,17.85,1
2026-01-29 21:42:00,31.77,43.28,51,0,0
2026-01-29 21:42:30,33.52,53.27,54,14.07,0
2026-01-29 21:45:00,31.33,45.72,46,30.23,0
2026-01-29 21:45:30,26.96,95.26,36,90.99,1
2026-01-29 21:47:00,31.69,44.93,53,17.05,0
2026-01-29 21:48:00,0,57.44,53,6.66,0
2026-01-29 21:55:00,26.02,80.6,1,793.16,2
2026-01-29 21:55:30,24.58,101,22,623.07,2
2026-01-29 21:56:00,27.56,96.58,20,782.68,2
2026-01-29 21:57:00,32.33,75.43,32,41.82,1
2026-01-29 21:59:00,28.88,90.01,31,383.38,2
2026-01-29 22:00:00,27.31,90.74,36,70.87,1
2026-01-29 22:06:00,29.26,86.25,41,6.13,1
2026-01-29 22:12:00,34.95,39.41,53,15.87,0
2026-01-29 22:14:00,31.82,53.77,46,23.25,0
2026-01-29 22:17:00,26.77,68.37,37,86.24,1
2026-01-29 22:17:30,35.48,58.75,46,0,0
2026-01-29 22:18:00,27.91,84.22,40,76.39,1
2026-01-29 22:19:00,29.32,79.5,40,7.91,1
2026-01-29 22:19:15,31.95,58.23,50,0,0
2026-01-29 22:19:30,33.23,44.17,45,8.47,0
2026-01-29 22:19:45,27.09,89.66,20,245.44,2
2026-01-29 22:22:00,30.89,85.72,41,105.69,1
2026-01-29 22:22:30,27.81,99.31,26,411.77,2
2026-01-29 22:26:00,30.35,0,32,103.63,1
2026-01-29 22:27:00,33.94,49.56,48,0,0
2026-01-29 22:28:00,23.79,93.37,34,168.91,2
2026-01-29 22:29:00,30.28,49.89,47,25.54,0
2026-01-29 22:29:30,31.01,77.08,34,94.33,1
2026-01-29 22:31:00,28.17,84.55,25,572.64,2
2026-01-29 22:32:00,34.37,53.25,45,17.45,0
2026-01-29 22:38:00,30.52,80.84,30,58.61,1
2026-01-29 22:40:00,21.93,87.57,0,407.65,2
2026-01-29 22:42:00,33.49,61.03,0,0,0
2026-01-29 22:44:00,26.26,85.82,35,128.14,2
2026-01-29 22:45:00,25.47,94.93,18,789.94,2
2026-01-29 22:48:00,25.96,94.35,22,597.98,2
2026-01-29 22:49:00,35.92,63.82,46,16.35,0
2026-01-29 22:50:00,26.5,86.7,10,782.12,2
2026-01-29 22:54:00,31.55,48.6,50,11.56,0
2026-01-29 22:59:00,27.92,75.86,41,0,1
2026-01-29 23:01:00,33.61,51.22,46,0,0
2026-01-29 23:01:30,31.74,80.93,41,30.42,1
2026-01-29 23:02:00,26.69,78.22,37,77.8,1
2026-01-29 23:02:30,34.28,54.11,45,0,0
2026-01-29 23:03:00,26.45,79.34,18,217.35,2
2026-01-29 23:03:30,27.63,91.71,39,39.94,1
2026-01-29 23:07:00,24.29,98.67,22,621.74,2
2026-01-29 23:09:00,32.01,45.9,49,21.69,0
2026-01-29 23:12:00,30.64,50.99,47,0,0
2026-01-29 23:12:15,33.61,57.53,49,13.34,0
2026-01-29 23:12:30,21.92,92.93,13,746.06,2
2026-01-29 23:12:45,29.17,73.54,38,0,1
2026-01-29 23:18:00,30.7,73.09,40,2.32,1
2026-01-29 23:22:00,0,71.52,40,0,1
2026-01-29 23:25:00,35.97,62.12,51,0,0
2026-01-29 23:31:00,27.17,77.85,33,49.88,1
2026-01-29 23:32:00,34,47.12,44,8.2,0
