timestamp,satellite_prn,satellite_elevation_deg,satellite_azimuth_deg,temperature_C,humidity_%,rain_intensity_mm_hr,rain_sensor_value,snr_measured_dbhz,label
2026-02-08 20:08,11.83,45.73,319.34,32.65,50.18,0.79,0.0,52,0
2026-02-26 08:43,12.57,17.36,162.43,29.45,0.0,3.87,113.29,37,1
2026-02-24 15:36,24.1,45.02,27.09,32.15,76.91,2.9,18.92,37,1
2026-01-28 16:36,24.77,25.61,152.0,32.98,54.33,0.0,0.0,48,0
2026-02-23 00:33,7.37,21.52,154.87,23.53,94.66,26.24,531.73,17,2
2026-01-27 01:30,30.55,30.27,348.2,24.9,103.42,21.83,466.96,21,2
2026-02-13 04:00,23.22,73.2,332.89,26.13,98.24,22.46,429.71,0,2
2026-02-21 23:44,24.23,25.69,209.79,31.26,93.68,2.0,56.8,37,1
2026-01-21 19:27,4.49,21.22,164.29,0.0,42.64,0.71,0.0,50,0
2026-02-04 15:00,16.28,10.17,211.81,32.68,57.85,0.0,0.0,41,0
2026-02-05 22:08,18.18,51.42,162.36,23.16,92.97,12.07,290.59,33,2
2026-02-24 03:43,7.76,49.14,138.49,26.03,82.54,3.63,70.63,38,1
2026-02-20 17:09,24.99,0.0,162.03,30.15,83.74,3.84,67.09,37,1
2026-01-24 03:06,7.18,77.92,156.31,32.79,55.65,0.57,23.4,50,0
2026-02-03 20:33,18.68,37.61,161.8,0.0,66.61,2.57,70.22,36,1
2026-01-22 14:14,28.81,40.75,325.07,25.42,90.47,17.16,338.03,26,2
2026-02-07 20:41,28.76,77.04,152.14,33.64,44.95,0.23,0.0,52,0
2026-01-27 16:09,25.07,10.09,283.79,32.31,53.35,0.0,24.57,47,0
2026-01-31 06:28,9.62,58.39,186.78,35.7,39.55,0.45,25.77,48,0
2026-02-10 22:27,9.52,14.25,260.65,31.68,46.35,0.37,0.0,39,0
2026-03-04 09:44,28.0,23.16,113.68,30.43,91.32,3.61,64.06,34,1
2026-02-20 11:09,7.0,7.58,79.52,28.35,77.65,1.35,47.1,32,1
2026-02-13 17:06,4.85,77.91,136.51,31.64,44.34,0.46,11.5,42,0
2026-03-04 22:55,24.07,53.61,97.42,32.9,45.42,0.0,0.0,51,0
2026-02-03 15:27,29.38,61.25,277.94,27.05,82.79,38.57,773.63,17,2
2026-02-01 00:10,29.6,38.81,45.27,29.92,79.37,1.22,29.39,36,1
2026-02-21 07:33,30.7,54.94,165.46,23.07,100.07,12.46,241.79,35,2
2026-01-25 07:02,0.0,45.95,185.24,30.12,50.84,0.53,0.0,49,0
2026-02-26 17:44,5.38,18.86,23.15,30.84,41.99,0.48,38.17,41,0
2026-01-22 20:57,14.62,26.29,117.36,25.33,82.29,20.74,382.47,0,2
2026-01-20 10:41,16.78,45.78,152.68,29.73,0.0,4.42,112.3,39,1
2026-02-24 13:41,28.4,34.06,173.93,26.83,85.09,3.69,86.04,41,1
2026-01-29 11:23,32.12,23.03,221.68,30.96,81.43,3.86,91.26,42,1
2026-02-20 08:15,31.09,42.5,272.94,22.74,0.0,29.75,558.51,23,2
2026-02-05 17:17,16.39,3.36,43.03,30.95,42.9,0.0,23.94,50,0
2026-02-03 17:28,1.94,50.1,24.41,23.0,93.03,35.91,741.01,4,2
2026-02-16 21:06,32.18,7.49,324.56,25.41,94.48,34.55,718.35,7,2
2026-01-27 07:54,22.95,0.0,66.79,28.12,83.27,22.81,425.61,21,2
2026-02-07 14:16,5.12,7.75,108.66,30.06,49.92,0.96,25.23,42,0
2026-01-31 19:33,30.73,9.62,69.65,0.0,42.71,0.0,13.46,46,0
2026-01-27 12:05,27.87,53.55,187.87,27.45,86.38,4.16,70.68,41,1
2026-02-02 19:27,20.94,53.48,279.73,31.52,53.96,0.0,6.47,53,0
2026-02-24 15:43,3.66,37.98,207.82,32.23,55.28,0.48,0.0,49,0
2026-02-22 16:00,26.43,18.9,254.97,26.25,72.32,1.12,38.08,35,1
2026-02-20 07:06,29.45,52.29,246.14,0.0,43.05,0.23,3.45,53,0
2026-01-31 01:49,29.57,34.78,273.01,32.54,56.57,0.22,0.0,45,0
2026-02-09 07:41,22.04,57.95,130.88,25.98,0.0,2.55,53.73,38,1
2026-02-08 06:59,22.09,64.5,358.82,32.14,86.57,2.14,46.68,35,1
2026-02-27 22:21,19.71,31.69,210.39,26.74,83.88,15.89,334.23,21,2
2026-01-21 02:18,7.85,16.59,187.01,28.08,76.66,2.85,70.84,31,1
2026-01-21 21:26,9.28,49.03,340.36,24.34,90.73,18.08,0.0,24,2
2026-01-21 16:12,21.56,30.81,295.22,29.09,45.99,0.8,1.97,51,0
2026-02-25 01:31,22.94,41.0,6.16,30.36,86.82,3.45,63.2,37,1
2026-02-04 02:05,16.79,46.73,251.86,30.98,48.11,0.0,0.0,49,0
2026-03-02 11:54,17.0,50.88,139.51,36.23,42.4,0.14,0.0,44,0
2026-01-22 08:45,30.28,12.02,191.18,23.24,92.06,7.33,125.7,34,2
2026-01-24 22:07,22.33,36.81,92.81,34.55,59.13,1.49,0.0,43,0
2026-02-06 06:34,6.94,7.61,144.11,31.46,42.74,0.39,0.0,42,0
2026-02-18 05:12,1.75,57.42,249.05,28.74,88.74,2.2,48.55,37,1
2026-02-13 23:53,13.44,40.78,235.19,28.37,81.61,1.27,13.82,39,1
2026-01-27 15:08,22.76,35.24,195.29,29.84,82.66,2.34,46.41,35,1
2026-02-21 17:35,3.93,73.97,117.31,32.63,55.65,0.61,0.0,52,0
2026-02-28 14:18,11.79,64.64,237.31,35.11,45.63,0.92,9.66,53,0
2026-02-26 18:35,23.67,0.0,216.15,34.97,47.87,0.0,0.0,48,0
2026-02-01 00:28,32.15,72.13,185.01,31.01,46.88,0.0,1.77,49,0
2026-01-27 21:44,0.0,46.98,306.49,32.54,91.12,4.86,116.05,43,1
2026-01-28 20:39,28.29,62.5,321.2,35.47,45.1,0.0,28.93,53,0
2026-02-02 02:54,6.47,60.75,111.85,31.35,41.29,0.0,0.0,45,0
2026-02-18 08:11,9.48,31.36,168.8,26.19,70.9,3.26,66.96,32,1
2026-02-19 19:59,3.96,36.08,159.19,31.48,51.81,0.0,18.32,41,0
2026-02-09 21:04,28.31,37.64,277.25,31.22,49.57,1.19,0.0,43,0
2026-02-21 03:10,1.5,65.13,249.67,24.26,94.01,22.45,424.72,19,2
2026-01-20 05:56,10.28,26.09,49.16,22.19,86.32,5.79,114.46,24,2
2026-01-22 00:01,15.38,16.02,33.77,23.24,90.02,6.95,104.44,25,2
2026-01-25 19:23,4.17,55.99,50.92,31.51,55.44,0.0,9.76,41,0
2026-02-12 13:24,12.58,73.06,254.79,25.39,91.97,36.81,716.27,18,2
2026-02-13 01:43,27.6,61.29,332.46,21.73,88.63,14.94,328.26,30,2
2026-03-02 16:31,12.52,31.42,184.13,31.44,54.32,0.7,0.0,0,0
2026-02-15 16:53,27.45,82.89,198.56,26.17,84.55,4.25,83.26,37,1
2026-02-11 18:54,27.76,33.55,277.03,29.71,69.68,3.67,38.9,32,1
2026-01-26 07:32,28.58,0.0,72.75,24.59,90.47,29.39,624.07,20,2
2026-02-20 01:56,3.3,54.79,222.13,0.0,43.21,1.82,16.34,45,0
2026-02-27 04:47,3.85,47.59,117.34,32.7,50.15,0.31,0.0,44,0
2026-01-22 11:47,31.28,53.7,15.01,27.46,75.42,4.4,62.94,37,1
2026-02-02 09:22,16.75,80.61,18.03,21.56,90.04,23.64,499.75,24,2
2026-02-09 09:39,19.92,52.88,159.81,34.8,48.15,0.11,0.0,42,0
2026-02-20 15:00,15.02,47.1,-6.0,34.29,44.77,0.0,0.0,46,0
2026-01-27 12:40,24.54,69.05,325.47,28.65,73.53,0.6,46.02,40,1
2026-01-25 22:21,7.34,59.56,334.97,35.75,45.92,0.61,0.0,47,0
2026-01-29 20:20,21.76,10.2,102.25,30.48,69.86,1.85,18.39,31,1
2026-01-25 04:58,28.89,38.63,79.76,24.25,97.19,34.71,689.16,5,2
2026-03-02 13:24,0.0,17.92,222.57,30.33,87.05,4.65,88.44,32,1
2026-03-01 02:48,14.81,11.8,285.83,33.84,51.91,0.0,0.0,44,0
2026-02-19 22:27,13.91,25.17,341.24,30.47,89.93,2.66,28.53,41,1
2026-02-18 22:43,30.12,37.12,6.79,26.67,89.74,24.05,470.16,13,2
2026-02-28 15:11,11.36,40.26,295.67,26.06,85.06,0.0,21.72,39,1
2026-01-22 00:42,15.99,7.55,258.75,30.64,75.15,3.72,41.67,42,1
2026-02-06 18:19,8.88,6.81,191.13,31.04,59.19,0.0,12.79,49,0
2026-02-28 08:10,10.01,14.75,280.6,31.98,61.03,0.29,14.59,44,0
2026-02-20 09:23,26.25,81.87,270.46,26.11,96.92,22.85,468.86,22,2
2026-02-19 01:44,20.45,27.72,237.03,31.28,41.57,0.0,6.13,49,0
2026-03-03 09:52,8.52,16.99,195.66,32.91,53.84,0.14,4.79,47,0
2026-02-25 18:36,15.33,22.35,66.54,24.8,99.13,33.28,647.89,9,2
2026-02-25 22:08,29.33,53.07,71.17,31.7,86.73,4.88,79.67,38,1
2026-02-24 23:40,17.2,48.58,232.5,34.75,51.18,0.0,0.0,42,0
2026-02-06 22:50,30.01,18.73,181.04,30.89,55.6,0.24,11.05,46,0
2026-02-04 19:04,10.31,11.7,307.2,23.2,101.88,31.54,634.92,25,2
2026-02-21 22:52,5.27,69.27,214.84,30.2,62.05,0.0,22.92,52,0
2026-02-21 07:32,26.84,30.14,126.14,24.7,97.21,18.58,395.34,20,2
2026-02-13 04:10,17.73,19.27,172.16,26.71,83.17,3.97,68.85,34,1
2026-02-11 02:45,4.05,26.39,3.95,26.76,75.07,1.18,0.0,36,1
2026-02-04 11:46,7.72,28.56,73.45,27.83,98.2,21.56,432.29,12,2
2026-02-06 10:40,8.43,67.91,37.7,26.02,77.54,0.87,22.91,40,1
2026-01-26 05:59,27.32,45.67,8.41,33.79,53.91,0.67,0.0,41,0
2026-02-04 19:28,24.08,48.15,189.25,23.62,81.62,6.39,153.12,23,2
2026-01-25 13:56,6.02,36.06,166.15,22.82,94.82,25.3,503.17,14,2
2026-02-07 03:03,2.08,8.34,218.6,28.31,94.59,37.54,710.29,4,2
2026-02-01 06:35,7.11,73.74,55.95,24.89,0.0,22.19,459.4,25,2
2026-01-29 20:55,14.9,25.38,20.5,25.93,95.55,35.75,721.51,7,2
2026-01-20 15:36,24.69,22.95,214.43,34.62,47.48,0.63,3.87,50,0
2026-02-04 08:07,5.26,75.37,347.91,34.03,43.82,0.0,0.0,45,0
2026-03-02 10:23,11.62,46.62,297.69,27.45,90.09,0.44,59.35,32,1
2026-02-27 15:43,18.95,72.05,277.56,30.41,81.51,1.69,37.29,38,1
2026-03-01 14:57,24.24,19.65,102.3,25.77,92.62,35.18,705.44,10,2
2026-02-15 22:48,10.92,60.1,110.99,32.43,43.17,0.0,0.0,44,0
2026-02-10 22:19,17.77,64.09,0.0,24.77,86.35,4.92,120.67,33,2
2026-03-04 16:50,26.01,25.99,345.53,22.9,91.44,23.95,533.0,20,2
2026-01-26 19:55,18.11,24.05,52.09,29.1,81.54,5.01,93.15,34,1
2026-01-31 21:02,16.42,17.69,279.0,25.03,93.37,19.47,384.53,13,2
2026-02-25 22:01,0.0,39.7,67.22,31.71,0.0,5.11,90.92,0,1
2026-02-15 14:26,27.83,18.41,225.84,31.5,56.09,0.0,10.83,46,0
2026-02-16 10:23,25.85,58.71,100.64,26.68,85.5,4.43,88.83,42,1
2026-02-18 13:29,28.59,54.0,173.15,33.22,58.64,0.36,0.0,48,0
2026-02-20 14:42,21.26,72.85,345.17,28.36,76.98,1.98,39.43,41,1
2026-02-20 04:32,17.49,75.29,98.84,30.1,0.0,3.09,83.17,37,1
2026-02-14 05:21,3.11,79.7,10.61,22.78,95.74,13.68,283.41,27,2
2026-01-27 17:23,22.23,79.15,156.49,34.94,51.81,0.0,39.71,52,0
2026-02-17 00:48,30.53,68.97,8.79,23.12,90.06,13.64,256.77,18,2
2026-02-08 09:25,6.73,22.08,343.39,25.4,81.29,2.66,64.29,37,1
2026-02-26 05:34,13.53,13.96,0.0,29.76,42.72,0.39,11.72,45,0
2026-02-25 05:50,3.62,6.65,304.53,26.29,95.79,26.65,547.64,12,2
2026-03-04 15:33,23.42,21.16,13.67,28.16,82.66,2.29,34.19,37,1
2026-02-28 13:59,16.89,14.22,12.0,26.54,94.4,0.0,667.75,6,2
2026-02-21 01:49,19.22,12.04,353.34,25.31,97.27,34.11,679.8,10,2
2026-02-07 01:11,7.46,53.97,213.92,28.09,92.68,11.5,265.9,27,2
2026-02-07 10:10,12.96,0.0,340.45,34.75,56.94,0.93,25.76,46,0
2026-01-26 17:22,27.85,78.31,0.0,28.01,0.0,1.51,20.92,39,1
2026-02-26 18:49,23.07,76.19,3.52,26.48,0.0,21.85,418.33,11,2
2026-02-27 14:33,16.61,81.66,303.45,30.0,52.22,0.59,1.84,52,0
2026-02-28 19:39,10.97,57.23,358.62,29.24,94.67,0.0,11.75,44,1
2026-01-26 15:51,8.26,77.22,97.82,22.09,94.07,18.4,383.31,19,2
2026-01-29 12:00,0.0,24.4,6.36,23.29,92.12,24.39,524.33,17,2
2026-03-03 07:34,24.94,6.88,116.02,30.91,73.0,4.07,68.77,34,1
2026-01-25 18:46,0.0,26.2,114.86,31.11,89.91,2.36,41.08,35,1
2026-02-03 19:20,11.91,40.73,212.13,22.71,91.41,38.0,715.16,9,2
2026-03-01 22:08,1.83,28.1,130.2,30.3,79.94,1.28,2.27,35,1
2026-02-01 15:54,4.92,26.96,89.59,28.34,70.26,3.37,78.02,35,1
2026-01-24 01:49,30.64,69.84,116.57,22.38,97.93,12.67,285.92,29,2
2026-02-12 21:28,7.98,4.37,154.25,26.25,92.47,37.51,756.93,7,2
2026-02-22 06:15,28.71,38.22,23.77,23.78,95.24,38.1,0.0,8,2
2026-01-26 09:47,27.34,35.05,267.34,32.71,37.47,0.0,0.0,49,0
2026-02-20 16:07,20.88,7.66,222.78,35.16,58.25,0.26,17.04,0,0
2026-01-24 06:18,22.8,44.64,213.44,30.79,67.3,1.28,47.98,41,1
2026-02-08 14:42,14.27,57.76,286.56,29.03,76.11,0.0,42.14,38,1
2026-02-28 02:02,22.26,9.56,183.63,26.39,103.52,21.57,475.31,14,2
2026-02-13 02:39,20.21,30.54,351.86,35.51,50.6,0.0,39.84,44,0
2026-02-27 14:56,26.94,21.68,212.55,26.48,95.38,28.71,586.22,13,2
2026-03-01 00:58,5.37,9.31,79.88,23.79,98.39,16.46,340.15,27,2
2026-02-03 03:20,2.09,53.84,166.58,28.0,89.9,31.42,625.16,12,2
2026-01-25 19:05,11.69,17.51,251.48,35.04,58.54,0.0,33.28,50,0
2026-02-19 10:58,7.2,15.18,294.2,28.97,74.98,0.94,9.08,39,1
2026-03-04 10:50,2.01,54.14,124.62,26.8,87.73,26.23,543.8,17,2
2026-01-24 23:59,21.7,7.46,172.97,34.3,55.52,0.0,0.0,48,0
2026-02-20 22:59,28.23,56.9,187.19,23.26,94.62,12.59,256.95,32,2
2026-02-03 23:01,5.83,79.58,59.33,30.29,45.67,0.11,23.6,47,0
2026-01-24 16:29,30.91,25.38,344.58,24.06,96.78,5.97,118.42,29,2
2026-01-30 05:03,18.33,67.29,256.97,30.68,82.68,1.57,30.72,42,1
2026-01-25 00:34,4.4,68.34,80.83,30.12,46.62,0.96,0.0,48,0
2026-01-21 08:15,10.56,5.94,151.19,31.02,76.46,4.33,101.06,39,1
2026-02-20 05:01,15.22,38.72,241.18,28.04,81.85,1.35,11.53,36,1
2026-02-20 05:27,28.69,16.0,128.67,32.2,60.35,0.2,10.53,47,0
2026-03-01 02:58,20.16,81.99,138.34,32.34,88.38,1.92,12.01,40,1
2026-01-23 04:01,25.86,31.99,140.97,29.77,45.25,0.0,0.0,44,0
2026-02-27 01:24,26.0,0.0,341.6,28.28,89.07,1.76,40.97,32,1
2026-01-24 01:49,16.42,77.22,186.57,31.28,46.2,0.0,2.95,53,0
2026-01-22 01:09,17.28,76.28,221.22,27.43,98.96,17.91,327.2,23,2
2026-02-17 21:33,2.41,66.85,289.25,26.67,80.21,2.44,30.33,41,1
2026-02-10 03:46,0.0,64.58,233.01,24.38,95.75,11.66,248.93,24,2
2026-01-22 12:28,21.78,16.05,303.9,27.64,96.08,8.44,140.58,24,2
2026-02-23 12:35,19.12,11.27,285.37,33.08,49.71,0.0,0.0,47,0
2026-01-28 20:54,19.8,67.56,345.1,27.07,98.58,17.61,365.08,21,2
2026-03-02 01:22,4.97,37.14,134.81,34.07,55.97,0.0,0.0,45,0
2026-02-27 19:35,27.97,29.54,209.04,33.94,59.69,0.0,40.21,53,0
2026-03-01 22:24,16.89,27.84,174.86,24.37,93.3,30.33,583.89,11,2
2026-02-21 23:47,28.83,62.56,312.38,32.17,53.4,0.29,0.0,51,0
2026-02-01 18:52,14.7,14.87,250.17,27.97,83.58,3.43,0.0,36,1
2026-02-17 05:25,10.34,6.42,95.1,31.49,87.62,4.45,113.39,30,1
2026-01-25 12:31,0.92,34.29,336.41,32.87,42.77,0.0,27.21,42,0
2026-02-27 03:48,5.7,16.06,325.42,33.78,44.69,0.26,0.0,39,0
2026-02-28 12:08,27.61,49.52,98.53,31.16,53.01,0.72,0.0,46,0
2026-02-09 10:04,2.66,66.43,319.3,34.12,55.29,0.52,13.44,50,0
2026-02-08 16:49,9.72,56.44,67.86,25.19,98.2,6.2,116.18,34,2
2026-01-28 17:19,30.14,7.09,74.88,34.93,55.24,0.0,0.0,40,0
2026-03-01 16:14,3.47,37.93,365.11,29.41,80.22,4.42,66.32,0,1
2026-01-23 20:49,22.68,13.29,251.44,30.24,50.24,0.0,8.61,44,0
2026-02-23 13:01,1.37,50.53,0.0,23.22,0.0,36.06,775.95,10,2
2026-01-29 08:34,31.09,81.8,138.75,22.83,97.34,38.48,790.85,15,2
2026-01-28 01:28,27.41,0.0,282.22,26.74,85.67,5.96,0.0,31,2
2026-01-26 23:40,0.44,53.84,122.77,32.14,45.63,0.0,16.02,45,0
2026-02-05 02:14,24.34,29.16,197.15,32.81,84.14,1.2,0.0,42,1
2026-03-03 00:56,16.01,36.92,17.12,22.9,87.78,9.2,200.98,20,2
2026-02-17 13:55,31.56,22.96,0.0,26.27,82.92,0.84,56.66,36,1
2026-02-10 23:55,3.81,80.94,203.46,31.6,53.44,0.41,0.0,55,0
2026-02-28 22:13,23.32,29.38,183.3,26.57,87.57,36.1,705.69,22,2
2026-01-31 10:35,4.05,68.8,111.67,35.99,55.18,0.0,0.0,47,0
2026-01-29 03:20,23.27,29.56,341.83,32.92,55.54,0.0,0.0,49,0
2026-02-26 09:46,23.91,60.91,155.57,28.74,77.92,2.01,32.63,42,1
2026-01-20 22:44,1.28,58.1,211.74,27.01,75.58,1.84,63.68,44,1
2026-02-08 14:11,12.75,29.31,96.16,24.68,96.94,27.4,567.65,9,2
2026-01-22 09:51,12.05,78.6,-3.6,31.81,46.35,0.21,0.0,46,0
2026-01-28 01:01,23.58,6.24,209.12,33.69,39.8,0.0,0.0,41,0
2026-02-17 12:18,10.38,37.52,201.63,23.21,88.7,13.61,258.93,0,2
2026-01-29 09:36,16.91,35.83,237.98,28.37,86.08,0.96,30.71,36,1
2026-02-10 21:31,30.43,77.95,59.41,26.84,88.79,12.73,243.8,34,2
2026-01-20 03:01,24.94,64.16,299.7,33.51,62.8,0.6,0.0,43,0
2026-01-27 02:39,12.7,69.36,131.83,25.13,100.52,6.23,149.13,27,2
2026-01-21 02:55,0.33,21.13,317.87,34.54,43.59,0.0,8.22,48,0
2026-02-02 07:45,23.99,0.0,173.94,27.18,85.15,27.6,560.97,19,2
2026-02-22 16:00,17.42,29.44,364.35,21.97,93.52,6.03,141.53,24,2
2026-02-16 23:19,10.17,25.19,0.0,26.68,86.38,5.05,91.53,40,1
2026-01-30 11:39,5.41,34.85,12.52,30.28,85.6,2.82,45.54,37,1
2026-02-22 00:31,11.81,83.3,124.86,31.32,73.33,3.93,87.51,0,1
2026-01-25 15:46,28.8,53.68,259.12,26.7,89.6,34.77,694.48,24,2
2026-02-27 18:15,10.09,21.2,288.94,27.4,86.87,3.29,72.04,39,1
2026-01-28 19:57,23.2,59.12,358.49,29.67,79.66,3.44,48.5,36,1
2026-01-31 18:19,31.19,11.75,304.23,26.68,102.36,4.52,129.67,20,2
2026-01-22 03:26,9.57,62.74,334.92,26.82,89.18,23.89,475.7,25,2
2026-01-22 16:32,0.0,57.13,115.21,32.13,83.47,1.1,53.54,39,1
2026-02-01 15:26,28.31,70.97,338.0,35.99,56.9,0.87,0.0,50,0
2026-02-25 09:52,1.55,38.4,25.59,31.26,82.47,2.03,31.35,38,1
2026-02-24 18:03,21.18,10.64,353.22,27.43,81.3,14.79,266.5,30,2
2026-02-03 20:39,15.15,25.01,171.74,26.38,99.18,9.87,186.39,21,2
2026-03-02 13:22,23.77,25.95,70.07,33.18,46.74,0.0,6.34,43,0
2026-02-08 20:20,28.96,65.68,215.37,33.55,0.0,0.37,0.0,51,0
2026-01-22 13:27,6.16,29.26,291.61,27.08,95.3,31.57,612.39,19,2
2026-02-28 00:00,30.77,38.43,16.34,25.01,94.82,26.51,550.55,20,2
2026-02-25 13:21,4.69,68.66,112.77,29.46,80.98,4.29,52.17,41,1
2026-03-01 08:31,29.02,21.25,329.04,25.5,88.19,7.74,148.03,21,2
2026-02-06 08:29,25.5,10.41,161.87,26.18,85.12,37.13,709.47,8,2
2026-02-16 23:31,16.5,71.47,70.67,24.67,90.25,16.62,335.63,17,2
2026-02-26 11:34,23.31,25.06,78.35,28.72,70.41,3.99,70.3,36,1
2026-02-10 13:53,14.47,31.02,183.84,26.95,92.26,6.25,122.66,29,2
2026-01-20 04:39,29.31,31.54,338.31,22.16,98.27,10.25,204.13,26,2
2026-03-03 17:30,20.21,0.0,145.62,34.05,47.22,0.0,0.0,45,0
2026-02-22 21:10,9.2,29.45,79.16,34.75,45.4,0.0,7.68,50,0
2026-02-09 10:16,5.69,66.6,152.74,31.16,42.13,0.0,23.97,53,0
2026-01-22 11:41,21.55,26.0,63.36,31.13,55.43,0.0,0.0,45,0
2026-01-20 02:20,23.55,0.0,113.47,28.03,0.0,5.58,88.56,38,1
2026-02-02 13:00,10.79,18.09,193.72,29.55,92.52,26.2,514.82,25,2
2026-01-30 18:51,8.21,57.29,311.2,29.81,73.11,3.34,79.57,41,1
2026-02-08 10:35,24.36,0.0,202.73,31.2,75.95,1.98,76.26,35,1
2026-02-24 11:44,12.88,52.73,93.78,23.1,96.42,14.05,281.85,29,2
2026-02-17 05:08,21.72,55.85,33.64,33.63,61.96,1.08,1.84,46,0
2026-01-21 20:14,27.66,21.1,50.85,34.07,59.03,0.45,29.66,51,0
2026-02-22 12:31,9.8,51.16,163.92,26.62,86.62,10.32,214.66,33,2
2026-02-17 12:22,4.45,11.13,171.35,0.0,89.41,0.37,0.0,39,1
2026-02-17 18:21,20.04,41.74,269.49,32.4,49.73,0.0,26.91,52,0
2026-01-24 00:38,19.63,32.75,232.66,28.05,85.14,2.62,0.0,41,1
2026-02-22 01:15,19.62,69.01,310.63,22.54,101.74,7.59,122.67,34,2
2026-02-05 13:44,11.24,71.9,168.48,35.82,63.34,1.03,0.0,50,0
2026-02-17 00:30,29.19,53.73,149.39,35.04,50.79,0.57,0.0,43,0
2026-01-27 04:15,1.65,44.51,339.89,34.78,54.44,0.0,0.0,44,0
2026-02-13 04:41,14.3,80.36,22.65,23.43,99.92,6.29,137.24,0,2
2026-01-29 08:28,0.3,9.48,0.0,25.96,93.12,29.75,622.29,19,2
2026-01-23 09:27,10.49,37.19,126.45,25.74,82.63,0.73,34.39,42,1
2026-02-13 22:37,14.54,82.99,224.02,32.51,77.2,2.34,19.83,44,1
2026-01-29 03:03,22.82,23.21,83.18,34.84,60.16,0.35,0.0,47,0
2026-01-29 18:38,18.12,32.6,273.1,32.73,58.66,0.67,0.0,51,0
2026-02-11 20:12,30.92,23.46,352.67,32.71,40.25,0.32,0.0,47,0
2026-02-02 03:40,13.44,36.88,125.92,27.23,68.96,2.94,34.69,35,1
2026-02-13 17:05,15.28,43.2,18.43,25.67,95.73,21.55,474.82,20,2
2026-01-31 07:47,30.92,46.2,341.67,26.72,85.81,20.44,399.53,14,2
2026-02-20 16:14,32.25,60.46,224.93,33.44,41.19,0.56,0.0,47,0
2026-02-02 20:08,22.41,8.18,83.13,30.58,79.23,2.79,29.64,31,1
2026-03-03 03:50,15.85,75.96,262.99,26.15,76.32,0.64,26.13,37,1
2026-01-23 16:37,26.83,39.06,229.98,32.77,46.44,0.3,0.0,46,0
2026-02-24 12:59,0.0,0.0,243.49,34.1,51.16,1.17,24.98,44,0
2026-02-03 23:35,15.23,82.36,348.41,34.96,52.53,1.19,0.0,47,0
2026-02-27 05:49,6.31,70.94,5.7,26.1,89.29,22.95,456.66,14,2
2026-02-15 04:31,14.2,8.11,183.55,28.29,82.72,11.93,245.5,24,2
2026-03-02 23:07,16.39,67.41,228.95,29.02,80.5,2.42,64.83,43,1
2026-01-28 11:33,29.71,49.38,48.49,23.27,88.95,16.97,326.83,23,2
2026-02-16 21:04,24.74,37.91,245.8,26.99,94.25,27.21,554.27,24,2
2026-02-13 07:04,18.49,18.55,193.77,24.29,93.1,16.22,306.19,18,2
2026-02-01 19:00,18.2,77.7,213.68,31.54,0.0,0.0,77.4,35,1
2026-02-06 19:10,16.36,63.28,286.67,32.86,53.13,0.0,0.0,53,0
2026-01-20 03:25,20.21,65.37,260.35,33.27,52.84,0.16,0.0,44,0
2026-02-05 19:04,21.77,23.56,140.28,29.1,90.28,3.37,54.8,40,1
2026-02-14 19:54,29.0,68.21,339.78,31.73,84.99,1.69,22.36,37,1
2026-02-28 00:08,14.31,18.17,171.11,30.94,55.24,0.0,0.0,50,0
2026-02-03 13:12,19.5,74.02,1.98,29.28,77.02,4.19,86.83,39,1
2026-03-02 12:56,10.82,65.0,46.59,32.69,49.97,0.66,10.93,47,0
2026-02-04 19:15,14.32,83.67,328.34,26.88,89.99,31.24,605.99,20,2
2026-03-01 02:05,5.39,46.75,322.95,0.0,56.61,0.32,25.64,49,0
2026-02-02 08:46,28.86,54.91,271.04,29.99,72.43,2.2,35.94,34,1
2026-01-25 00:50,2.97,43.46,28.0,34.29,59.37,0.0,0.0,45,0
2026-01-23 01:30,3.3,70.82,268.67,33.47,52.34,0.4,4.56,43,0
2026-01-31 12:02,9.83,18.96,217.58,0.0,96.78,22.13,425.04,18,2
2026-02-06 20:34,25.41,8.02,12.3,30.42,70.07,2.41,13.06,37,1
2026-02-20 09:35,9.27,67.6,335.46,23.75,94.06,27.96,541.43,11,2
2026-02-26 21:25,11.23,63.85,295.12,30.91,51.82,0.0,8.23,50,0
2026-02-16 09:13,21.02,30.04,131.17,23.18,95.0,7.29,161.75,29,2
2026-02-16 10:40,31.0,47.2,29.9,32.93,41.11,0.0,0.0,51,0
2026-03-04 04:40,29.69,23.32,113.17,30.39,67.63,2.99,82.18,44,1
2026-03-04 02:38,24.32,46.12,164.46,30.5,79.09,3.88,52.74,37,1
2026-02-16 07:55,1.19,61.46,216.09,29.03,89.7,1.23,32.25,42,1
2026-03-04 17:28,18.23,14.21,67.43,29.83,48.72,0.47,6.92,42,0
2026-02-17 01:57,30.76,26.72,249.99,22.94,87.8,14.78,279.56,25,2
2026-01-25 13:25,1.0,75.51,20.19,31.84,80.75,1.7,7.41,39,1
2026-02-02 21:28,1.51,56.28,256.14,34.67,39.82,0.74,12.72,48,0
2026-02-16 13:40,31.78,6.66,85.63,0.0,97.2,35.74,743.5,10,2
2026-01-31 18:18,8.6,39.91,1.87,28.01,79.9,2.09,24.07,41,1
2026-01-21 09:00,10.32,18.97,86.7,29.14,92.28,3.73,61.8,38,1
