Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,SNR_Diff,Sat_Count
144077,22.0,91.0,25,1,25,26,26,25,25,25,26,25,37,22,29,64,24,30,25,28.933333333333334,106.20952380952383,0.0,15
146064,22.05,91.2,38,1,25,27,26,25,25,25,25,25,37,22,29,64,24,30,25,28.933333333333334,106.35238095238097,0.0,15
146078,22.1,91.4,31,1,25,26,26,25,26,25,25,25,37,22,29,64,24,30,25,28.933333333333334,106.20952380952383,0.0,15
148064,22.05,91.2,34,1,25,26,25,25,26,25,25,25,36,22,29,64,24,30,25,28.8,105.59999999999998,-0.13333333333333286,15
148078,22.0,91.0,39,1,26,26,26,25,26,26,26,25,36,22,29,64,24,30,25,29.066666666666666,103.6380952380952,0.2666666666666657,15
150064,22.05,91.05,33,1,26,26,26,25,26,26,26,25,36,22,29,64,24,30,25,29.066666666666666,103.6380952380952,0.0,15
150078,22.1,91.1,32,1,26,26,26,25,26,26,26,26,36,22,29,64,24,30,25,29.133333333333333,103.12380952380954,0.06666666666666643,15
152064,22.05,91.05,37,1,26,25,25,25,26,25,25,26,36,22,29,64,24,30,25,28.866666666666667,105.12380952380953,-0.2666666666666657,15
152078,22.0,91.0,33,1,26,26,26,26,26,25,25,26,36,22,29,64,24,30,25,29.066666666666666,103.6380952380952,0.1999999999999993,15
154068,22.05,91.05,30,1,27,26,26,26,24,25,25,25,36,22,29,64,24,30,25,28.933333333333334,104.92380952380954,-0.13333333333333286,15
154078,22.1,91.1,23,1,27,26,25,26,24,24,26,25,36,22,29,64,24,30,25,28.866666666666667,105.55238095238096,-0.06666666666666643,15
156065,22.05,91.05,36,1,25,26,25,26,24,24,26,25,36,22,29,64,24,30,25,28.733333333333334,106.35238095238097,-0.13333333333333286,15
156078,22.0,91.0,38,1,23,26,26,26,26,25,26,26,36,22,29,64,24,30,25,28.933333333333334,105.06666666666669,0.1999999999999993,15
158065,22.0,91.1,32,1,23,24,26,26,26,26,26,26,36,22,29,64,24,30,25,28.866666666666667,105.6952380952381,-0.06666666666666643,15
158077,22.0,91.2,41,1,25,24,26,26,26,26,26,26,36,22,29,64,24,30,25,29.0,104.28571428571426,0.13333333333333286,15
160064,22.05,91.05000000000001,32,1,25,24,26,26,26,26,27,27,36,22,29,64,24,30,25,29.133333333333333,103.55238095238097,0.13333333333333286,15
160077,22.1,90.9,34,1,26,26,26,26,26,26,26,27,36,22,29,64,24,30,25,29.266666666666666,102.20952380952383,0.13333333333333286,15
162064,22.05,90.95,32,1,26,26,26,27,26,26,26,27,36,22,29,64,24,30,25,29.333333333333332,101.80952380952381,0.06666666666666643,15
162078,22.0,91.0,38,1,26,26,26,26,26,26,26,27,36,22,29,64,24,30,25,29.266666666666666,102.20952380952383,-0.06666666666666643,15
164064,22.0,91.1,30,1,26,26,27,27,27,26,27,27,36,22,29,64,24,30,25,29.533333333333335,100.55238095238094,0.26666666666666927,15
164078,22.0,91.2,34,1,26,26,28,28,27,26,28,27,36,22,29,64,24,30,25,29.733333333333334,99.63809523809523,0.1999999999999993,15
166064,22.0,91.35,37,1,27,27,29,30,27,27,29,27,36,22,29,64,24,30,25,30.2,97.45714285714284,0.466666666666665,15
166078,22.0,91.5,40,1,27,27,30,29,27,27,29,27,36,22,29,64,24,30,25,30.2,97.45714285714284,0.0,15
168065,22.0,91.5,29,1,26,27,30,28,27,27,28,27,36,22,29,64,24,30,25,30.0,98.42857142857144,-0.1999999999999993,15
170156,22.0,91.5,31,1,25,27,30,27,27,27,28,27,36,22,29,64,24,30,25,29.866666666666667,99.4095238095238,-0.13333333333333286,15
172063,22.0,91.5,35,1,24,27,30,27,27,27,28,27,36,22,29,64,24,30,25,29.8,100.17142857142855,-0.06666666666666643,15
174063,22.0,91.5,33,1,23,27,30,27,27,27,28,27,36,22,29,64,24,30,25,29.733333333333334,101.06666666666665,-0.06666666666666643,15
176064,22.0,91.5,36,1,22,28,30,27,27,27,28,27,36,22,29,64,24,30,25,29.733333333333334,101.78095238095237,0.0,15
178064,22.0,91.5,35,1,22,28,30,27,27,27,28,27,36,22,29,64,24,30,25,29.733333333333334,101.78095238095237,0.0,15
180064,22.0,91.5,29,1,22,28,30,27,27,27,28,27,36,22,29,64,24,30,25,29.733333333333334,101.78095238095237,0.0,15
182064,22.0,91.5,32,1,22,28,30,26,27,27,28,27,36,22,29,64,24,30,25,29.666666666666668,102.23809523809526,-0.06666666666666643,15
184065,22.0,91.5,29,1,21,28,30,26,27,27,28,27,36,22,29,64,24,30,25,29.6,103.39999999999998,-0.06666666666666643,15
186063,22.0,91.5,35,1,22,28,30,26,27,27,27,27,36,22,29,64,24,30,25,29.6,102.54285714285712,0.0,15
188063,22.0,91.5,45,1,24,28,30,26,26,27,27,27,36,22,29,64,24,30,25,29.666666666666668,101.0952380952381,0.06666666666666643,15
190063,22.0,91.5,34,1,28,29,30,26,26,27,27,27,36,22,29,64,24,30,25,30.0,98.71428571428574,0.33333333333333215,15
192064,22.0,91.5,39,1,31,29,30,26,26,27,27,27,36,22,29,64,24,30,25,30.2,98.45714285714287,0.1999999999999993,15
194066,22.0,91.5,32,1,31,29,30,26,26,27,27,27,36,22,29,64,24,30,25,30.2,98.45714285714287,0.0,15
196064,22.0,91.5,37,1,30,29,30,26,26,27,27,27,36,22,29,64,24,30,25,30.133333333333333,98.4095238095238,-0.06666666666666643,15
198064,22.0,91.5,43,1,28,28,30,26,26,27,27,27,36,22,29,64,24,30,25,29.933333333333334,98.92380952380958,-0.1999999999999993,15
200064,22.0,91.5,32,1,28,27,30,26,26,27,27,27,36,22,29,64,24,30,25,29.866666666666667,99.26666666666667,-0.06666666666666643,15
202063,22.0,91.5,35,1,27,26,30,26,26,27,27,27,36,22,29,64,24,30,25,29.733333333333334,100.06666666666665,-0.13333333333333286,15
204063,22.0,91.5,38,1,26,25,30,26,26,27,27,27,36,22,29,64,24,30,25,29.6,101.11428571428569,-0.13333333333333286,15
206063,22.0,91.5,37,1,26,24,31,26,26,27,27,26,36,22,29,64,24,30,25,29.533333333333335,102.40952380952379,-0.06666666666666643,15
208063,22.0,91.5,37,1,25,23,31,26,26,27,27,26,35,22,29,64,24,30,25,29.333333333333332,102.95238095238095,-0.20000000000000284,15
210065,22.0,91.5,40,1,25,22,31,25,26,27,27,26,35,22,29,64,24,30,25,29.2,104.45714285714284,-0.13333333333333286,15
212157,22.0,91.5,32,1,24,21,31,25,26,27,27,26,35,22,29,64,24,30,25,29.066666666666666,106.2095238095238,-0.13333333333333286,15
214158,22.0,91.5,42,1,24,20,31,25,26,27,27,26,35,22,29,64,24,30,25,29.0,107.42857142857142,-0.06666666666666643,15
216064,22.0,91.5,35,1,24,18,31,25,26,27,26,26,35,22,29,64,24,30,25,28.8,110.59999999999998,-0.1999999999999993,15
218153,22.0,91.5,42,1,24,17,31,25,26,27,26,26,35,22,29,64,24,30,25,28.733333333333334,112.20952380952383,-0.06666666666666643,15
220137,22.0,91.5,33,1,23,16,31,25,26,27,26,26,35,22,29,64,24,30,25,28.6,114.6857142857143,-0.13333333333333286,15
222155,22.0,91.5,38,1,21,15,31,25,26,27,26,26,35,22,29,64,24,30,25,28.4,118.39999999999996,-0.20000000000000284,15
224087,22.0,91.5,41,1,17,14,31,25,26,28,26,26,35,22,29,64,24,30,25,28.133333333333333,125.55238095238097,-0.2666666666666657,15
226065,22.0,91.5,36,1,14,13,31,25,25,28,26,26,35,22,29,64,24,30,25,27.8,133.31428571428572,-0.33333333333333215,15
228157,22.0,91.5,37,1,11,12,31,25,25,28,26,26,35,22,29,64,24,30,25,27.533333333333335,141.98095238095237,-0.2666666666666657,15
230067,22.0,91.5,40,1,11,11,31,25,25,28,26,26,35,22,29,64,24,30,25,27.466666666666665,144.26666666666668,-0.06666666666666998,15
232065,22.0,91.5,39,1,11,11,31,25,25,28,26,26,35,22,29,64,24,30,25,27.466666666666665,144.26666666666668,0.0,15
234116,22.0,91.5,33,1,17,10,31,25,25,28,26,26,35,22,29,64,24,30,25,27.8,135.02857142857144,0.3333333333333357,15
236063,22.0,91.5,30,1,22,11,31,24,25,28,26,26,35,22,29,64,24,30,25,28.133333333333333,126.9809523809524,0.33333333333333215,15
238063,22.0,91.5,43,1,26,12,31,24,25,28,26,26,35,22,29,64,24,30,25,28.466666666666665,122.12380952380953,0.33333333333333215,15
240064,22.0,91.5,36,1,25,12,31,24,25,28,26,26,35,22,29,64,24,30,25,28.4,122.5428571428571,-0.06666666666666643,15
242065,22.0,91.5,40,1,24,12,31,24,25,28,26,26,35,22,29,64,24,30,25,28.333333333333332,123.09523809523812,-0.06666666666666643,15
244064,22.0,91.5,34,1,22,13,31,24,25,28,26,26,35,22,29,64,24,30,25,28.266666666666666,122.35238095238095,-0.06666666666666643,15
246064,22.0,91.5,38,1,22,14,31,24,25,28,26,26,35,22,29,64,24,30,25,28.333333333333332,120.23809523809527,0.06666666666666643,15
248064,22.0,91.5,37,1,21,14,31,24,25,28,26,26,35,22,29,64,24,30,25,28.266666666666666,121.20952380952382,-0.06666666666666643,15
250063,22.0,91.5,42,1,21,14,31,24,25,28,25,26,35,22,29,64,24,30,25,28.2,121.60000000000001,-0.06666666666666643,15
252063,22.0,91.5,37,1,21,15,31,24,25,28,25,26,35,22,29,64,24,30,25,28.266666666666666,119.63809523809525,0.06666666666666643,15
254063,22.0,91.5,42,1,21,16,31,24,25,28,25,26,35,22,29,64,24,30,25,28.333333333333332,117.80952380952382,0.06666666666666643,15
256064,22.0,91.5,43,1,20,16,31,24,25,28,25,26,35,22,29,64,24,30,25,28.266666666666666,118.92380952380952,-0.06666666666666643,15
258066,22.0,91.5,37,1,20,16,31,24,25,28,25,26,35,22,29,64,24,30,25,28.266666666666666,118.92380952380952,0.0,15
260066,22.0,91.5,38,1,17,15,31,24,25,28,25,26,35,22,29,64,24,30,25,28.0,124.85714285714285,-0.2666666666666657,15
262064,22.0,91.5,37,1,15,14,31,24,24,28,25,26,35,22,29,64,24,30,25,27.733333333333334,130.63809523809522,-0.2666666666666657,15
264064,22.0,91.5,43,1,14,14,31,23,24,28,25,26,35,22,29,64,24,30,25,27.6,133.1142857142857,-0.13333333333333286,15
266063,22.0,91.5,43,1,17,16,31,23,24,28,25,26,35,22,29,64,24,30,25,27.933333333333334,124.20952380952382,0.33333333333333215,15
268064,22.0,91.5,42,1,20,19,31,23,24,28,25,26,35,22,29,64,24,30,25,28.333333333333332,115.52380952380953,0.3999999999999986,15
270063,22.0,91.5,34,1,22,21,31,23,24,28,25,26,35,22,29,64,24,30,25,28.6,110.97142857142856,0.26666666666666927,15
272063,22.0,91.5,33,1,25,24,31,23,24,28,25,26,35,22,29,64,24,30,25,29.0,106.0,0.3999999999999986,15
274064,22.0,91.5,38,1,28,26,31,23,24,28,25,26,35,22,29,64,24,30,25,29.333333333333332,103.66666666666666,0.33333333333333215,15
276065,22.0,91.5,35,1,31,29,32,23,24,28,25,26,35,22,29,64,24,30,25,29.8,103.0285714285714,0.46666666666666856,15
278066,22.0,91.5,39,1,33,31,32,23,24,28,25,26,35,22,29,64,24,30,25,30.066666666666666,103.63809523809525,0.2666666666666657,15
280066,22.0,91.5,43,1,34,33,32,23,24,28,24,26,35,22,29,64,24,30,25,30.2,105.45714285714284,0.13333333333333286,15
282065,22.0,91.5,37,1,34,34,32,23,24,28,24,25,35,22,29,64,24,30,25,30.2,106.59999999999998,0.0,15
284065,22.0,91.5,42,1,35,34,32,23,24,28,24,25,35,22,29,64,24,30,25,30.266666666666666,107.2095238095238,0.06666666666666643,15
286157,22.0,91.5,36,1,35,34,32,23,24,28,24,25,34,22,29,64,24,30,25,30.2,106.6,-0.06666666666666643,15
288156,22.0,91.5,44,1,35,33,32,23,24,28,24,25,34,22,29,64,24,30,25,30.133333333333333,106.12380952380951,-0.06666666666666643,15
290158,22.0,91.5,43,1,34,33,32,23,24,28,24,25,34,22,29,64,24,30,25,30.066666666666666,105.4952380952381,-0.06666666666666643,15
292159,22.0,91.5,34,1,30,33,32,22,24,28,24,25,34,22,29,64,24,30,25,29.733333333333334,105.35238095238094,-0.33333333333333215,15
294159,22.0,91.5,36,1,30,33,32,22,24,28,24,25,34,22,29,64,24,30,25,29.733333333333334,105.35238095238094,0.0,15
296151,22.0,91.5,41,1,31,33,32,22,24,28,24,25,34,22,29,64,24,30,25,29.8,105.45714285714287,0.06666666666666643,15
298118,22.0,91.5,38,1,34,32,32,22,24,28,24,25,34,22,29,64,24,30,25,29.933333333333334,106.20952380952383,0.13333333333333286,15
300094,22.0,91.5,44,1,34,32,32,22,23,28,24,25,34,22,29,64,24,30,25,29.866666666666667,107.12380952380953,-0.06666666666666643,15
302082,22.0,91.5,38,1,33,32,32,22,23,28,24,25,34,22,29,64,24,30,25,29.8,106.60000000000001,-0.06666666666666643,15
304066,22.0,91.5,32,1,29,32,32,22,23,28,24,25,34,22,29,64,24,30,25,29.533333333333335,105.83809523809522,-0.2666666666666657,15
306066,22.0,91.5,41,1,25,32,32,22,23,28,24,25,34,22,29,64,24,30,25,29.266666666666666,107.20952380952383,-0.26666666666666927,15
308066,22.0,91.5,44,1,21,28,32,22,23,28,24,25,34,22,29,64,24,30,25,28.733333333333334,110.06666666666669,-0.5333333333333314,15
310069,22.0,91.5,38,1,19,22,32,22,23,28,24,25,34,22,29,64,24,30,25,28.2,115.45714285714284,-0.533333333333335,15
312066,22.0,91.5,39,1,19,23,32,22,23,28,24,25,34,22,29,64,24,30,25,28.266666666666666,114.63809523809525,0.06666666666666643,15
314065,22.0,91.5,38,1,24,28,32,22,23,28,23,25,34,22,29,64,24,30,25,28.866666666666667,108.12380952380953,0.6000000000000014,15
316065,22.0,91.5,38,1,30,34,32,22,23,28,23,25,34,22,29,64,24,30,25,29.666666666666668,107.66666666666667,0.8000000000000007,15
318065,22.0,91.5,37,1,34,34,32,21,23,28,23,25,34,22,29,64,24,30,25,29.866666666666667,110.12380952380953,0.1999999999999993,15
320065,22.0,91.5,37,1,34,34,33,21,23,28,23,25,34,22,29,64,24,30,25,29.933333333333334,110.49523809523812,0.06666666666666643,15
322066,22.0,91.5,32,1,34,34,33,21,23,28,23,25,34,22,29,64,24,30,25,29.933333333333334,110.49523809523812,0.0,15
324066,22.0,91.5,38,1,34,34,33,21,23,28,23,25,34,22,29,64,24,30,25,29.933333333333334,110.49523809523812,0.0,15
326066,22.0,91.5,26,1,35,34,33,21,23,28,23,25,34,22,29,64,24,30,25,30.0,111.14285714285715,0.06666666666666643,15
328066,22.0,91.5,33,1,35,35,33,21,23,28,23,25,34,22,29,64,24,30,25,30.066666666666666,111.78095238095239,0.06666666666666643,15
330065,22.0,91.5,43,1,35,35,33,21,23,28,23,25,34,22,29,64,24,30,25,30.066666666666666,111.78095238095239,0.0,15
332065,22.0,91.5,38,1,35,35,33,21,23,28,23,25,34,22,29,64,24,30,25,30.066666666666666,111.78095238095239,0.0,15
334065,22.0,91.5,40,1,35,35,34,21,23,28,23,25,34,22,29,64,24,30,25,30.133333333333333,112.26666666666667,0.06666666666666643,15
336065,22.0,91.5,42,1,35,35,34,21,22,29,23,25,34,22,29,64,24,30,25,30.133333333333333,113.12380952380951,0.0,15
338066,22.0,91.5,40,1,35,35,34,21,22,29,23,25,34,22,29,64,24,30,25,30.133333333333333,113.12380952380951,0.0,15
340066,22.0,91.5,46,1,35,35,34,21,22,29,23,25,34,22,29,64,24,30,25,30.133333333333333,113.12380952380951,0.0,15
342066,22.0,91.5,37,1,35,35,34,21,22,29,23,25,34,22,29,64,24,30,25,30.133333333333333,113.12380952380951,0.0,15
344066,22.0,91.5,43,1,35,35,34,21,22,29,22,25,34,22,29,64,24,30,25,30.066666666666666,114.20952380952382,-0.06666666666666643,15
346065,22.0,91.5,40,1,35,35,34,20,22,29,22,25,34,22,29,64,24,30,25,30.0,115.57142857142857,-0.06666666666666643,15
348065,22.0,91.5,36,1,35,35,35,20,22,29,22,25,34,22,29,64,24,30,25,30.066666666666666,116.20952380952382,0.06666666666666643,15
350065,22.0,91.5,40,1,35,35,35,20,22,29,22,25,34,22,29,64,24,30,25,30.066666666666666,116.20952380952382,0.0,15
352066,22.0,91.5,36,1,35,32,35,20,22,29,22,25,34,22,29,64,24,30,25,29.866666666666667,114.6952380952381,-0.1999999999999993,15
354066,22.0,91.5,39,1,35,32,35,20,22,29,22,25,34,22,29,64,24,30,25,29.866666666666667,114.6952380952381,0.0,15
356068,22.0,91.5,42,1,35,27,35,20,22,29,22,25,34,22,29,64,24,30,25,29.533333333333335,114.83809523809522,-0.33333333333333215,15
358066,22.0,91.5,40,1,35,30,35,20,22,29,22,24,34,22,29,64,24,30,25,29.666666666666668,115.0952380952381,0.13333333333333286,15
360067,22.0,91.5,33,1,35,26,35,20,22,29,22,24,34,22,29,64,24,30,25,29.4,115.97142857142858,-0.26666666666666927,15
362065,22.0,91.5,40,1,35,31,35,20,22,29,22,24,34,22,29,64,24,30,25,29.733333333333334,115.2095238095238,0.3333333333333357,15
364065,22.0,91.5,39,1,35,31,35,21,22,29,22,24,34,22,29,64,24,30,25,29.8,113.88571428571426,0.06666666666666643,15
366159,22.0,91.5,41,1,35,30,35,21,22,29,22,24,33,22,29,64,24,30,25,29.666666666666668,113.23809523809526,-0.13333333333333286,15
368158,22.0,91.5,44,1,35,25,35,20,22,29,22,24,33,22,29,64,24,30,25,29.266666666666666,115.92380952380952,-0.40000000000000213,15
370066,22.0,91.5,36,1,35,21,35,19,22,29,22,24,33,22,29,64,24,30,25,28.933333333333334,120.7809523809524,-0.33333333333333215,15
372163,22.0,91.5,38,1,35,20,34,18,22,29,22,24,33,22,29,64,24,30,25,28.733333333333334,122.63809523809526,-0.1999999999999993,15
374159,22.0,91.5,44,1,35,18,34,17,21,29,22,24,33,22,29,64,24,30,25,28.466666666666665,127.98095238095239,-0.26666666666666927,15
376066,22.0,91.5,36,1,34,18,34,17,21,29,22,24,33,22,29,64,24,30,25,28.4,127.11428571428567,-0.06666666666666643,15
378157,22.0,91.5,38,1,34,20,34,18,21,29,21,24,33,22,29,64,24,30,25,28.533333333333335,123.83809523809524,0.1333333333333364,15
380134,22.0,91.5,40,1,34,28,30,19,21,29,21,24,33,22,29,64,24,30,25,28.866666666666667,115.12380952380953,0.33333333333333215,15
382159,22.0,91.5,39,1,33,27,26,21,21,29,21,24,33,22,29,64,24,30,25,28.6,112.54285714285713,-0.2666666666666657,15
384141,22.0,91.5,34,1,33,25,24,24,21,29,21,24,33,22,29,64,24,30,25,28.533333333333335,111.6952380952381,-0.06666666666666643,15
386145,22.0,91.5,33,1,32,20,26,26,21,29,21,24,33,22,29,64,24,30,25,28.4,113.39999999999998,-0.1333333333333364,15
388164,22.0,91.5,37,1,40,20,27,29,21,29,21,24,33,22,29,64,24,30,25,29.2,120.74285714285715,0.8000000000000007,15
390107,22.0,91.5,37,1,42,21,26,30,21,37,21,24,33,22,29,64,24,30,25,29.933333333333334,127.06666666666669,0.7333333333333343,15
392087,22.0,91.5,38,1,42,20,22,29,22,43,20,24,33,22,29,64,24,30,25,29.933333333333334,140.63809523809522,0.0,15
394172,22.0,91.5,31,1,34,22,20,28,24,43,17,24,33,22,29,64,24,30,25,29.266666666666666,134.0666666666667,-0.6666666666666679,15
396079,22.0,91.5,45,1,23,25,25,28,24,43,17,23,33,22,29,64,24,30,25,29.0,128.7142857142857,-0.2666666666666657,15
398081,22.0,91.5,37,1,23,26,37,25,23,43,18,21,33,22,29,64,24,30,25,29.533333333333335,133.55238095238093,0.533333333333335,15
400173,22.0,91.5,35,1,23,24,37,23,23,43,22,21,33,22,29,64,24,30,25,29.533333333333335,130.98095238095237,0.0,15
402083,22.0,91.5,37,1,23,21,30,28,24,42,22,17,33,22,29,64,24,30,25,28.933333333333334,130.0666666666667,-0.6000000000000014,15
404082,22.0,91.5,47,1,22,17,18,40,24,42,22,28,26,23,27,64,24,30,25,28.8,142.45714285714283,-0.13333333333333286,15
406112,22.0,91.5,37,1,21,18,18,40,24,28,25,35,21,29,24,64,24,30,25,28.4,132.54285714285712,-0.40000000000000213,15
408085,22.0,91.5,46,1,21,23,19,40,24,21,32,42,17,30,18,64,24,30,25,28.666666666666668,151.38095238095238,0.26666666666666927,15
410079,22.0,91.5,44,1,21,38,18,40,24,20,42,29,34,30,15,62,24,30,25,30.133333333333333,142.55238095238096,1.466666666666665,15
412085,22.0,91.5,45,1,21,36,16,35,24,20,42,20,35,30,14,59,24,30,25,28.733333333333334,134.06666666666666,-1.3999999999999986,15
414081,22.0,91.5,45,1,20,42,14,35,23,20,42,15,35,26,16,53,24,30,25,28.0,129.28571428571428,-0.7333333333333343,15
416080,22.0,91.5,38,1,20,34,15,19,23,21,39,16,22,28,17,48,24,30,25,25.4,83.82857142857144,-2.6000000000000014,15
418080,22.0,91.5,28,1,20,39,16,21,24,19,30,14,23,29,19,42,24,30,25,25.0,62.285714285714285,-0.3999999999999986,15
420080,22.0,91.5,36,1,18,32,18,22,21,18,26,17,24,30,20,37,25,30,25,24.2,35.45714285714287,-0.8000000000000007,15
422081,22.0,91.5,40,1,17,32,18,37,20,20,23,22,22,30,22,31,25,30,25,24.933333333333334,33.780952380952385,0.7333333333333343,15
424081,22.0,91.5,40,1,19,32,19,37,19,22,23,26,22,30,22,28,25,30,25,25.266666666666666,27.92380952380952,0.33333333333333215,15
426080,22.0,91.5,37,1,21,32,19,38,23,23,27,39,21,30,23,26,25,30,25,26.8,35.74285714285715,1.533333333333335,15
428080,22.0,91.5,43,1,21,32,22,24,21,21,24,46,24,24,22,26,25,30,25,25.8,41.17142857142858,-1.0,15
430081,22.0,91.5,36,1,19,31,19,24,17,21,21,46,25,25,22,26,25,30,25,25.066666666666666,48.63809523809526,-0.7333333333333343,15
432077,22.0,91.5,34,1,15,28,20,23,27,21,18,44,25,24,21,26,25,30,25,24.8,43.59999999999999,-0.2666666666666657,15
434077,22.0,91.5,40,1,26,25,20,23,28,32,22,35,25,22,21,26,25,30,25,25.666666666666668,17.23809523809524,0.8666666666666671,15
436078,22.0,91.5,39,1,39,22,25,22,32,42,22,28,24,21,20,26,26,30,25,26.933333333333334,41.63809523809523,1.2666666666666657,15
438080,22.0,91.5,40,1,42,21,25,21,21,43,21,25,22,22,20,26,26,30,25,26.0,52.28571428571428,-0.9333333333333336,15
440077,22.0,91.5,31,1,42,21,26,21,32,42,23,23,20,23,20,26,26,30,25,26.666666666666668,50.523809523809526,0.6666666666666679,15
442078,22.0,91.5,44,1,42,22,26,24,36,33,21,22,17,25,19,26,26,30,25,26.266666666666666,43.78095238095238,-0.40000000000000213,15
444172,22.0,91.5,34,1,38,24,25,22,36,23,21,22,14,27,19,26,26,30,25,25.2,36.885714285714286,-1.0666666666666664,15
446168,22.0,91.5,44,1,28,28,23,20,34,24,18,26,13,29,18,26,26,30,25,24.533333333333335,29.40952380952381,-0.6666666666666643,15
448168,22.0,91.5,43,1,28,28,19,19,27,23,19,28,12,30,18,26,26,30,25,23.866666666666667,28.123809523809516,-0.6666666666666679,15
450169,22.0,91.5,39,1,36,26,19,20,23,23,19,27,12,30,18,26,26,30,25,24.0,34.714285714285715,0.13333333333333286,15
452169,22.0,91.5,44,1,38,23,19,24,21,23,20,27,12,30,17,25,26,30,25,24.0,37.71428571428572,0.0,15
454171,22.0,91.5,44,1,37,22,24,23,19,24,20,27,12,30,17,25,27,30,25,24.133333333333333,35.695238095238096,0.13333333333333286,15
456171,22.0,91.5,37,1,27,23,24,24,15,25,20,27,12,30,16,25,27,30,25,23.333333333333332,28.666666666666675,-0.8000000000000007,15
458166,22.0,91.5,31,1,25,24,29,20,15,25,20,26,12,30,16,25,27,30,25,23.266666666666666,30.4952380952381,-0.06666666666666643,15
460167,22.0,91.5,38,1,23,28,33,17,16,26,20,26,11,30,16,25,27,30,25,23.533333333333335,39.12380952380953,0.26666666666666927,15
462167,22.0,91.5,34,1,21,30,40,18,20,27,21,26,11,30,15,25,27,30,25,24.4,50.39999999999999,0.8666666666666636,15
464172,22.0,91.5,39,1,22,30,46,20,22,27,21,26,11,30,15,25,27,30,25,25.133333333333333,62.83809523809524,0.7333333333333343,15
466171,22.0,91.5,43,1,23,27,49,22,24,24,21,25,11,30,14,25,27,30,25,25.133333333333333,70.12380952380953,0.0,15
468100,22.0,91.5,40,1,34,25,42,26,26,28,21,22,11,30,14,25,27,30,25,25.733333333333334,54.92380952380952,0.6000000000000014,15
470159,22.0,91.5,44,1,37,23,29,37,22,40,22,23,11,30,13,25,28,30,25,26.333333333333332,66.23809523809527,0.5999999999999979,15
472107,22.0,91.5,38,1,37,18,29,34,35,43,24,19,25,30,13,25,28,30,25,27.666666666666668,60.523809523809526,1.3333333333333357,15
474081,22.0,91.5,36,1,41,18,33,32,30,43,25,22,25,30,14,25,28,30,25,28.066666666666666,58.209523809523795,0.3999999999999986,15
476086,22.0,91.5,37,1,39,21,32,25,31,38,26,17,25,25,17,25,28,30,25,26.933333333333334,40.92380952380952,-1.1333333333333329,15
478083,22.0,91.5,40,1,34,28,19,30,14,35,28,18,14,30,18,25,28,30,25,25.066666666666666,47.06666666666666,-1.8666666666666671,15
480097,22.0,91.5,40,1,20,26,13,30,14,20,26,15,15,30,18,25,28,30,25,22.333333333333332,38.80952380952381,-2.7333333333333343,15
482084,22.0,91.5,38,1,18,23,13,31,18,16,21,17,15,29,17,25,28,30,25,21.733333333333334,35.4952380952381,-0.5999999999999979,15
484084,22.0,91.5,34,1,17,19,16,31,22,16,14,20,14,27,18,25,28,30,25,21.466666666666665,33.83809523809522,-0.26666666666666927,15
486084,22.0,91.5,30,1,14,18,18,28,26,16,11,19,16,24,23,25,28,30,25,21.4,33.40000000000001,-0.06666666666666643,15
488081,22.0,91.5,32,1,11,16,19,26,26,28,12,16,19,25,26,25,28,30,25,22.133333333333333,37.266666666666666,0.7333333333333343,15
490080,22.0,91.5,36,1,25,15,21,24,36,29,17,16,20,25,27,25,28,30,25,24.2,32.31428571428572,2.0666666666666664,15
492080,22.0,91.5,47,1,39,14,24,24,33,28,35,18,23,25,27,25,28,30,25,26.533333333333335,39.12380952380953,2.3333333333333357,15
494083,22.0,91.5,41,1,42,14,24,24,33,18,42,19,26,25,27,25,28,30,25,26.8,60.02857142857142,0.2666666666666657,15
496081,22.0,91.5,41,1,32,15,19,24,23,20,42,35,27,23,27,25,28,30,25,26.333333333333332,44.523809523809526,-0.46666666666666856,15
498080,22.0,91.5,40,1,20,15,32,24,23,18,42,40,25,23,27,25,28,30,25,26.466666666666665,53.69523809523809,0.13333333333333286,15
500083,22.0,91.5,28,1,16,16,29,24,23,15,42,38,24,21,27,25,27,30,25,25.466666666666665,56.266666666666666,-1.0,15
502079,22.0,91.5,34,1,13,16,47,24,24,11,42,38,24,21,27,25,27,30,25,26.266666666666666,99.35238095238097,0.8000000000000007,15
504078,22.0,91.5,35,1,10,17,47,24,29,14,39,46,24,19,27,25,27,30,25,26.866666666666667,111.83809523809524,0.6000000000000014,15
506077,22.0,91.5,44,1,15,17,49,24,33,21,34,46,24,19,27,25,27,30,25,27.733333333333334,92.92380952380952,0.8666666666666671,15
508077,22.0,91.5,30,1,24,18,49,24,36,32,29,46,24,19,27,25,27,30,25,29.0,77.42857142857142,1.2666666666666657,15
510078,22.0,91.5,41,1,39,18,49,24,36,42,24,46,25,19,27,25,27,30,25,30.4,93.25714285714285,1.3999999999999986,15
512077,22.0,91.5,32,1,42,19,40,25,36,43,21,39,26,19,27,25,27,30,25,29.6,68.54285714285716,-0.7999999999999972,15
