Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,Sat_Count,SNR_Diff
892080,34.3,51.8,0,0,37,36,36,36,36,36,36,37,37,,,,,,,36.333333333333336,0.2500000000000001,9,0.11111111111111427
894080,34.2,51.9,0,0,36,35,36,36,36,37,36,38,37,,,,,,,36.333333333333336,0.7500000000000004,9,0.0
896079,34.1,52.0,0,0,37,36,37,36,37,37,36,37,37,,,,,,,36.666666666666664,0.24999999999999925,9,0.3333333333333286
898080,34.3,51.9,0,0,37,37,37,37,37,37,37,37,37,,,,,,,37.0,0.0,9,0.3333333333333357
900080,34.0,52.2,0,0,37,37,37,38,38,37,37,37,37,,,,,,,37.22222222222222,0.19444444444444403,9,0.22222222222222143
902080,34.0,52.2,0,0,38,37,37,38,38,37,37,37,37,,,,,,,37.333333333333336,0.25000000000000033,9,0.11111111111111427
904080,34.0,52.2,0,0,38,37,37,37,38,37,37,36,37,,,,,,,37.111111111111114,0.3611111111111109,9,-0.22222222222222143
906080,34.0,52.3,0,0,38,36,37,36,37,36,38,36,37,,,,,,,36.77777777777778,0.6944444444444446,9,-0.3333333333333357
908080,33.9,52.6,0,0,37,36,38,36,37,37,37,36,37,,,,,,,36.77777777777778,0.44444444444444453,9,0.0
910080,33.9,52.6,0,0,37,36,38,37,37,37,37,37,37,,,,,,,37.0,0.25,9,0.22222222222222143
912080,33.7,52.7,0,0,36,37,38,37,36,37,37,37,37,,,,,,,36.888888888888886,0.36111111111111116,9,-0.11111111111111427
914079,33.8,52.6,0,0,36,37,38,36,36,37,37,37,37,,,,,,,36.77777777777778,0.44444444444444403,9,-0.11111111111110716
916080,33.7,52.7,0,0,36,38,38,36,36,37,37,36,37,,,,,,,36.77777777777778,0.6944444444444441,9,0.0
918081,33.7,52.7,0,0,37,38,38,37,37,37,37,37,37,,,,,,,37.22222222222222,0.1944444444444438,9,0.44444444444444287
920111,33.6,52.7,0,0,37,37,38,37,36,36,37,37,37,,,,,,,36.888888888888886,0.36111111111111105,9,-0.3333333333333357
922143,33.5,52.7,0,0,37,37,37,38,36,37,36,37,37,,,,,,,36.888888888888886,0.3611111111111108,9,0.0
924142,33.5,52.7,0,0,37,37,37,38,37,36,36,37,37,,,,,,,36.888888888888886,0.36111111111111127,9,0.0
926142,33.5,52.8,0,0,38,37,37,38,37,37,36,37,37,,,,,,,37.111111111111114,0.3611111111111094,9,0.22222222222222854
928143,33.4,53.0,0,0,38,36,37,37,37,37,36,37,37,,,,,,,36.888888888888886,0.3611111111111108,9,-0.22222222222222854
930143,33.4,53.0,0,0,38,37,36,37,37,37,37,37,37,,,,,,,37.0,0.25,9,0.11111111111111427
932143,33.3,53.1,0,0,37,37,37,38,37,37,37,37,37,,,,,,,37.111111111111114,0.11111111111111162,9,0.11111111111111427
934148,33.3,53.2,0,0,36,37,36,38,37,37,37,38,37,,,,,,,37.0,0.5000000000000006,9,-0.11111111111111427
936145,33.1,53.5,0,0,35,36,37,37,37,37,37,38,37,,,,,,,36.77777777777778,0.6944444444444451,9,-0.22222222222222143
938146,33.1,53.6,0,0,37,36,37,37,37,37,37,38,37,,,,,,,37.0,0.250000000000001,9,0.22222222222222143
940145,33.1,53.7,0,0,37,37,38,36,37,37,38,38,37,,,,,,,37.22222222222222,0.44444444444444375,9,0.22222222222222143
942146,33.1,53.9,0,0,37,36,38,35,37,37,38,38,37,,,,,,,37.0,0.9999999999999978,9,-0.22222222222222143
944145,33.0,54.0,0,0,36,35,37,35,38,37,38,38,37,,,,,,,36.77777777777778,1.444444444444439,9,-0.22222222222222143
946147,32.9,54.3,0,0,36,35,36,36,38,38,38,38,37,,,,,,,36.888888888888886,1.3611111111111098,9,0.11111111111110716
948147,33.0,54.2,0,0,37,35,36,37,38,38,38,38,37,,,,,,,37.111111111111114,1.1111111111111098,9,0.22222222222222854
950147,32.9,54.5,0,0,37,36,36,37,38,38,38,38,37,,,,,,,37.22222222222222,0.6944444444444446,9,0.11111111111110716
952145,33.0,54.4,0,0,37,36,36,38,38,38,38,38,37,,,,,,,37.333333333333336,0.7500000000000006,9,0.11111111111111427
954147,32.9,54.7,0,0,37,36,37,38,38,38,39,38,37,,,,,,,37.55555555555556,0.7777777777777765,9,0.22222222222222143
956145,33.1,54.8,0,0,37,36,37,39,38,38,39,38,37,,,,,,,37.666666666666664,1.0000000000000004,9,0.11111111111110716
958144,32.9,55.1,0,0,37,36,37,39,38,38,39,38,37,,,,,,,37.666666666666664,1.0000000000000004,9,0.0
960145,33.0,55.2,0,0,38,36,37,39,39,38,39,39,37,,,,,,,38.0,1.2500000000000022,9,0.3333333333333357
962073,32.95,55.45,0,0,38,36,37,38,39,38,39,39,37,,,,,,,37.888888888888886,1.1111111111111083,9,-0.11111111111111427
964083,32.9,55.7,0,0,37,37,37,37,39,38,40,39,37,,,,,,,37.888888888888886,1.3611111111111125,9,0.0
966083,33.0,55.7,0,0,36,38,37,37,39,38,40,39,37,,,,,,,37.888888888888886,1.6111111111111125,9,0.0
968085,32.8,56.0,0,0,37,38,38,38,39,39,40,39,37,,,,,,,38.333333333333336,1.0000000000000009,9,0.44444444444444997
970088,32.9,56.0,0,0,37,38,38,38,39,39,40,39,37,,,,,,,38.333333333333336,1.0000000000000009,9,0.0
972088,32.9,56.0,0,0,38,37,38,39,39,38,39,38,37,,,,,,,38.111111111111114,0.6111111111111123,9,-0.22222222222222143
974084,32.8,55.9,0,0,38,36,39,37,38,37,41,38,37,,,,,,,37.888888888888886,2.111111111111111,9,-0.22222222222222854
976081,32.7,55.9,0,0,38,37,38,37,38,35,41,37,37,,,,,,,37.55555555555556,2.5277777777777777,9,-0.3333333333333286
978084,32.8,55.8,0,0,39,37,37,37,36,35,41,36,37,,,,,,,37.22222222222222,3.1944444444444438,9,-0.3333333333333357
980083,32.7,55.8,0,0,38,37,35,37,37,36,38,35,37,,,,,,,36.666666666666664,1.2499999999999991,9,-0.5555555555555571
982084,32.8,55.6,0,0,38,36,36,37,38,36,36,37,37,,,,,,,36.77777777777778,0.6944444444444448,9,0.11111111111111427
984083,32.8,55.5,0,0,36,35,36,38,38,37,36,39,37,,,,,,,36.888888888888886,1.6111111111111083,9,0.11111111111110716
986084,32.6,55.6,0,0,37,36,37,39,38,38,36,40,37,,,,,,,37.55555555555556,1.7777777777777788,9,0.6666666666666714
988083,32.8,55.5,0,0,37,37,36,38,37,38,36,38,37,,,,,,,37.111111111111114,0.6111111111111112,9,-0.44444444444444287
990084,32.7,55.5,0,0,37,37,36,37,37,38,36,36,37,,,,,,,36.77777777777778,0.444444444444444,9,-0.3333333333333357
992083,32.7,55.4,0,0,38,37,36,35,37,38,36,35,37,,,,,,,36.55555555555556,1.2777777777777775,9,-0.22222222222222143
994082,32.6,55.4,0,0,39,37,37,35,38,37,37,35,37,,,,,,,36.888888888888886,1.6111111111111112,9,0.3333333333333286
996083,32.7,55.3,0,0,39,38,38,37,38,37,38,36,37,,,,,,,37.55555555555556,0.7777777777777793,9,0.6666666666666714
998083,32.6,55.3,0,0,39,38,38,38,38,38,38,37,37,,,,,,,37.888888888888886,0.3611111111111117,9,0.3333333333333286
1000085,32.5,55.3,0,0,39,37,38,39,38,38,38,39,37,,,,,,,38.111111111111114,0.6111111111111117,9,0.22222222222222854
1002084,32.5,55.4,0,0,38,37,38,38,37,38,38,39,37,,,,,,,37.77777777777778,0.44444444444444425,9,-0.3333333333333357
1004084,32.5,55.4,0,0,38,37,38,38,38,37,39,39,37,,,,,,,37.888888888888886,0.6111111111111118,9,0.11111111111110716
1006084,32.5,55.6,0,0,37,37,38,39,37,37,39,37,37,,,,,,,37.55555555555556,0.7777777777777773,9,-0.3333333333333286
1008084,32.5,55.6,0,0,37,38,38,39,38,36,38,36,36,,,,,,,37.333333333333336,1.2500000000000004,9,-0.22222222222222143
1010084,32.4,55.8,0,0,38,37,38,39,38,36,38,36,36,,,,,,,37.333333333333336,1.2500000000000004,9,0.0
1012084,32.5,55.7,0,0,39,37,37,37,39,36,38,36,36,,,,,,,37.22222222222222,1.4444444444444438,9,-0.11111111111111427
1014084,32.4,55.9,0,0,39,37,37,36,40,36,38,37,36,,,,,,,37.333333333333336,2.0,9,0.11111111111111427
1016084,32.3,56.0,0,0,40,38,36,37,40,37,38,38,36,,,,,,,37.77777777777778,2.194444444444444,9,0.44444444444444287
1018084,32.4,56.2,0,0,40,39,37,37,41,38,37,38,36,,,,,,,38.111111111111114,2.6111111111111054,9,0.3333333333333357
1020085,32.2,56.3,0,0,41,39,38,39,42,39,36,37,36,,,,,,,38.55555555555556,4.277777777777776,9,0.44444444444444287
1022084,32.3,56.2,0,0,40,39,38,39,40,39,36,37,36,,,,,,,38.22222222222222,2.4444444444444464,9,-0.3333333333333357
1024083,32.4,56.2,0,0,38,38,37,40,38,39,37,37,36,,,,,,,37.77777777777778,1.4444444444444458,9,-0.44444444444444287
1026085,32.2,56.4,0,0,36,38,37,38,37,38,38,37,36,,,,,,,37.22222222222222,0.6944444444444438,9,-0.5555555555555571
1028086,32.2,56.4,0,0,37,37,37,38,37,38,37,38,36,,,,,,,37.22222222222222,0.4444444444444441,9,0.0
1030087,32.2,56.5,0,0,38,37,37,38,38,37,37,39,36,,,,,,,37.44444444444444,0.7777777777777772,9,0.22222222222222143
1032087,32.3,56.5,0,0,38,38,38,40,38,38,37,40,36,,,,,,,38.111111111111114,1.6111111111111112,9,0.6666666666666714
1034086,32.4,56.5,0,0,39,38,38,40,38,37,38,40,36,,,,,,,38.22222222222222,1.694444444444445,9,0.11111111111110716
1036087,32.4,56.6,0,0,37,37,39,39,37,37,38,39,36,,,,,,,37.666666666666664,1.2499999999999996,9,-0.5555555555555571
1038087,32.5,56.5,0,0,36,36,39,37,35,36,38,37,36,,,,,,,36.666666666666664,1.5,9,-1.0
1040086,32.8,56.4,0,0,35,37,39,37,34,36,38,37,36,,,,,,,36.55555555555556,2.2777777777777786,9,-0.11111111111110716
1042085,32.8,56.4,0,0,35,37,38,37,35,37,38,37,36,,,,,,,36.666666666666664,1.25,9,0.11111111111110716
1044086,32.7,56.4,0,0,37,38,38,39,38,37,38,37,36,,,,,,,37.55555555555556,0.7777777777777791,9,0.8888888888888928
1046086,32.9,56.1,0,0,39,38,37,39,40,38,37,38,36,,,,,,,38.0,1.4999999999999996,9,0.44444444444444287
1048087,33.0,55.9,0,0,40,39,37,40,41,38,37,38,36,,,,,,,38.44444444444444,2.777777777777775,9,0.44444444444444287
1050087,33.2,55.8,0,0,39,39,37,39,40,38,39,40,36,,,,,,,38.55555555555556,1.7777777777777788,9,0.11111111111111427
1052087,33.3,55.6,0,0,38,39,38,40,38,38,38,39,36,,,,,,,38.22222222222222,1.1944444444444442,9,-0.3333333333333357
1054087,33.5,55.4,0,0,37,39,39,39,37,38,39,39,36,,,,,,,38.111111111111114,1.361111111111112,9,-0.11111111111110716
1056087,33.7,55.3,0,0,38,39,40,39,38,38,39,38,36,,,,,,,38.333333333333336,1.25,9,0.22222222222222143
1058086,33.7,55.0,0,0,38,39,39,38,38,40,39,37,36,,,,,,,38.22222222222222,1.444444444444445,9,-0.11111111111111427
1060085,33.9,54.7,0,0,38,39,38,37,39,39,38,38,36,,,,,,,38.0,0.9999999999999997,9,-0.22222222222222143
1062087,34.4,54.3,0,0,38,38,38,38,38,39,37,38,36,,,,,,,37.77777777777778,0.6944444444444446,9,-0.22222222222222143
1064087,34.1,54.1,0,0,38,37,38,38,39,37,37,37,35,,,,,,,37.333333333333336,1.2500000000000018,9,-0.44444444444444287
1066087,34.4,53.7,0,0,38,38,38,39,38,37,37,37,35,,,,,,,37.44444444444444,1.277777777777777,9,0.11111111111110716
1068087,34.4,53.4,0,0,36,37,37,39,38,37,37,38,35,,,,,,,37.111111111111114,1.3611111111111125,9,-0.3333333333333286
1070085,34.7,52.9,0,0,37,37,37,39,38,38,38,38,35,,,,,,,37.44444444444444,1.2777777777777766,9,0.3333333333333286
1072087,34.8,52.6,0,0,37,37,37,38,38,38,38,38,35,,,,,,,37.333333333333336,1.0000000000000013,9,-0.11111111111110716
1074086,35.0,52.2,0,0,37,36,37,37,38,37,38,38,35,,,,,,,37.0,0.9999999999999996,9,-0.3333333333333357
1076085,35.0,51.8,0,0,36,36,36,37,37,36,36,38,35,,,,,,,36.333333333333336,0.7500000000000002,9,-0.6666666666666643
1078086,35.2,51.6,0,0,37,36,36,37,37,37,35,38,35,,,,,,,36.44444444444444,1.0277777777777781,9,0.11111111111110716
1080085,35.3,51.2,0,0,37,37,37,38,37,39,37,38,35,,,,,,,37.22222222222222,1.1944444444444438,9,0.7777777777777786
1082084,35.7,50.9,0,0,38,38,38,38,37,39,38,38,35,,,,,,,37.666666666666664,1.2499999999999991,9,0.44444444444444287
1084086,35.6,50.6,0,0,37,39,39,39,37,38,38,37,35,,,,,,,37.666666666666664,1.75,9,0.0
1086085,35.8,50.2,0,0,37,38,38,39,36,38,38,37,35,,,,,,,37.333333333333336,1.500000000000001,9,-0.3333333333333286
1088087,36.0,49.8,0,0,37,37,38,39,36,38,38,37,35,,,,,,,37.22222222222222,1.4444444444444433,9,-0.11111111111111427
1090086,36.2,49.5,0,0,37,37,37,39,36,38,38,38,35,,,,,,,37.22222222222222,1.4444444444444438,9,0.0
1092086,36.3,49.1,0,0,36,38,37,39,37,37,38,38,35,,,,,,,37.22222222222222,1.444444444444441,9,0.0
1094087,36.3,48.8,0,0,36,37,37,39,36,36,38,39,35,,,,,,,37.0,2.000000000000001,9,-0.22222222222222143
1096087,36.5,48.4,0,0,36,37,37,40,36,36,37,39,35,,,,,,,37.0,2.5000000000000018,9,0.0
1098087,36.5,48.2,0,0,36,37,37,39,37,37,38,39,35,,,,,,,37.22222222222222,1.6944444444444458,9,0.22222222222222143
1100087,37.0,47.9,0,0,37,36,36,39,37,37,38,39,35,,,,,,,37.111111111111114,1.8611111111111107,9,-0.11111111111110716
1102086,37.0,48.0,0,0,37,36,37,38,37,37,38,39,35,,,,,,,37.111111111111114,1.3611111111111116,9,0.0
1104087,37.0,47.7,0,0,37,36,37,38,36,37,37,39,35,,,,,,,36.888888888888886,1.3611111111111114,9,-0.22222222222222854
1106086,37.0,47.5,0,0,37,36,38,38,37,37,38,39,35,,,,,,,37.22222222222222,1.444444444444445,9,0.3333333333333357
1108086,37.2,47.2,0,0,37,37,38,38,38,37,38,39,35,,,,,,,37.44444444444444,1.2777777777777772,9,0.22222222222222143
1110087,37.5,46.8,0,0,37,38,37,39,39,37,38,39,35,,,,,,,37.666666666666664,1.7499999999999987,9,0.22222222222222143
1112087,37.6,46.7,0,0,37,38,37,39,38,36,37,40,35,,,,,,,37.44444444444444,2.277777777777776,9,-0.22222222222222143
1114087,37.5,46.5,0,0,36,37,37,39,38,36,36,40,35,,,,,,,37.111111111111114,2.611111111111112,9,-0.3333333333333286
1116087,37.8,46.3,0,0,37,37,37,39,38,37,37,40,35,,,,,,,37.44444444444444,2.027777777777777,9,0.3333333333333286
1118087,37.9,46.1,0,0,36,38,36,39,38,38,37,39,35,,,,,,,37.333333333333336,2.000000000000001,9,-0.11111111111110716
1120087,38.1,45.8,0,0,37,37,37,39,38,38,37,39,34,,,,,,,37.333333333333336,2.2500000000000058,9,0.0
1122086,38.1,45.5,0,0,37,37,37,39,38,38,37,39,34,,,,,,,37.333333333333336,2.2500000000000058,9,0.0
1124086,38.2,45.2,0,0,37,36,38,40,37,37,38,39,34,,,,,,,37.333333333333336,3.0000000000000018,9,0.0
1126087,38.4,44.8,0,0,37,37,37,39,37,36,39,39,34,,,,,,,37.22222222222222,2.694444444444441,9,-0.11111111111111427
1128086,38.4,44.5,0,0,37,37,37,39,36,36,38,39,34,,,,,,,37.0,2.5,9,-0.22222222222222143
1130087,38.5,44.3,0,0,36,37,36,38,36,35,37,38,34,,,,,,,36.333333333333336,1.7500000000000009,9,-0.6666666666666643
1132087,38.7,44.0,0,0,36,36,37,38,36,35,37,38,34,,,,,,,36.333333333333336,1.7500000000000004,9,0.0
1134086,38.9,43.6,0,0,36,36,37,37,36,35,38,38,34,,,,,,,36.333333333333336,1.7499999999999991,9,0.0
1136087,38.8,43.3,0,0,36,36,37,38,35,36,39,38,34,,,,,,,36.55555555555556,2.5277777777777777,9,0.22222222222222143
1138086,38.9,43.2,0,0,35,36,37,37,35,37,37,39,34,,,,,,,36.333333333333336,2.2500000000000018,9,-0.22222222222222143
1140086,39.0,42.9,0,0,35,36,37,38,36,37,36,39,34,,,,,,,36.44444444444444,2.277777777777777,9,0.11111111111110716
1142087,39.0,42.7,0,0,36,36,36,38,36,36,35,38,34,,,,,,,36.111111111111114,1.6111111111111112,9,-0.3333333333333286
1144087,39.3,42.6,0,0,36,37,35,38,36,35,35,38,34,,,,,,,36.0,1.9999999999999991,9,-0.11111111111111427
1146087,39.4,42.5,0,0,36,37,35,38,36,35,35,38,34,,,,,,,36.0,1.9999999999999991,9,0.0
1148087,39.5,42.4,0,0,36,37,35,37,36,35,35,38,34,,,,,,,35.888888888888886,1.6111111111111112,9,-0.11111111111111427
1150152,39.6,42.2,0,0,35,37,36,36,36,37,36,37,34,,,,,,,36.0,1.0000000000000004,9,0.11111111111111427
1152175,39.7,42.0,0,0,36,36,36,35,36,37,37,37,34,,,,,,,36.0,0.9999999999999998,9,0.0
1154174,39.7,41.9,0,0,35,35,37,35,36,38,38,37,34,,,,,,,36.111111111111114,2.1111111111111125,9,0.11111111111111427
1156174,39.8,41.6,0,0,37,35,36,35,38,38,37,36,34,,,,,,,36.22222222222222,1.9444444444444429,9,0.11111111111110716
1158174,40.0,41.4,0,0,36,35,37,36,38,38,37,36,34,,,,,,,36.333333333333336,1.750000000000002,9,0.11111111111111427
1160175,40.0,41.3,0,0,35,35,36,36,38,38,37,36,34,,,,,,,36.111111111111114,1.8611111111111107,9,-0.22222222222222143
1162175,40.0,41.1,0,0,34,34,35,36,38,37,37,36,34,,,,,,,35.666666666666664,2.2500000000000013,9,-0.44444444444444997
1164174,40.2,40.9,0,0,34,35,33,35,37,37,36,36,34,,,,,,,35.22222222222222,1.9444444444444469,9,-0.44444444444444287
1166178,40.2,40.8,0,0,34,35,33,34,37,37,36,35,34,,,,,,,35.0,1.9999999999999987,9,-0.22222222222222143
1168179,40.2,40.7,0,0,35,35,33,34,37,37,36,35,34,,,,,,,35.111111111111114,1.861111111111115,9,0.11111111111111427
1170178,40.4,40.3,0,0,35,35,34,34,37,37,36,35,34,,,,,,,35.22222222222222,1.4444444444444429,9,0.11111111111110716
1172177,40.4,40.0,0,0,36,35,35,35,37,37,35,35,34,,,,,,,35.44444444444444,1.0277777777777772,9,0.22222222222222143
1174178,40.4,39.7,0,0,35,34,34,36,36,37,35,35,34,,,,,,,35.111111111111114,1.1111111111111107,9,-0.3333333333333286
1176180,40.4,39.4,0,0,35,34,34,36,36,37,35,34,33,,,,,,,34.888888888888886,1.6111111111111094,9,-0.22222222222222854
1178179,40.4,39.2,0,0,35,34,34,35,36,37,35,34,33,,,,,,,34.77777777777778,1.444444444444446,9,-0.11111111111110716
1180178,40.4,39.1,0,0,35,34,35,34,36,36,34,34,33,,,,,,,34.55555555555556,1.0277777777777783,9,-0.22222222222222143
1182178,40.2,39.0,0,0,35,34,36,34,36,36,34,34,33,,,,,,,34.666666666666664,1.2499999999999996,9,0.11111111111110716
1184099,40.25,38.9,0,0,35,34,36,34,35,36,34,34,33,,,,,,,34.55555555555556,1.027777777777778,9,-0.11111111111110716
1186093,40.3,38.8,0,0,35,35,35,34,35,36,34,33,33,,,,,,,34.44444444444444,1.0277777777777768,9,-0.11111111111111427
1188093,40.2,38.9,0,0,35,35,35,34,35,36,33,33,33,,,,,,,34.333333333333336,1.2500000000000013,9,-0.11111111111110716
1190092,40.0,39.0,0,0,36,35,34,35,35,35,33,33,33,,,,,,,34.333333333333336,1.2500000000000009,9,0.0
1192092,40.0,39.1,0,0,36,34,35,34,35,35,34,34,33,,,,,,,34.44444444444444,0.7777777777777728,9,0.11111111111110716
1194095,39.8,39.3,0,0,36,35,35,34,36,35,35,34,33,,,,,,,34.77777777777778,0.9444444444444454,9,0.3333333333333357
1196092,39.9,39.4,0,0,34,35,36,34,35,36,36,34,33,,,,,,,34.77777777777778,1.194444444444445,9,0.0
1198092,39.8,39.5,0,0,35,35,35,34,35,35,35,33,33,,,,,,,34.44444444444444,0.7777777777777772,9,-0.3333333333333357
1200091,39.7,39.7,0,0,35,35,35,33,35,35,34,33,33,,,,,,,34.22222222222222,0.9444444444444493,9,-0.22222222222222143
1202091,39.5,39.9,0,0,35,34,35,34,35,34,34,34,33,,,,,,,34.22222222222222,0.44444444444444453,9,0.0
1204090,39.6,39.9,0,0,35,34,35,35,34,34,35,34,33,,,,,,,34.333333333333336,0.5000000000000009,9,0.11111111111111427
1206090,39.5,40.1,0,0,34,34,35,35,34,34,35,34,33,,,,,,,34.22222222222222,0.4444444444444413,9,-0.11111111111111427
1208090,39.4,40.4,0,0,34,34,34,35,35,34,35,34,33,,,,,,,34.22222222222222,0.444444444444442,9,0.0
1210090,39.2,40.6,0,0,34,34,35,34,35,34,35,34,33,,,,,,,34.22222222222222,0.44444444444444176,9,0.0
1212090,39.2,40.7,0,0,35,34,35,34,35,34,34,33,33,,,,,,,34.111111111111114,0.611111111111112,9,-0.11111111111110716
1214090,39.0,40.8,0,0,35,34,35,33,35,33,34,33,33,,,,,,,33.888888888888886,0.8611111111111094,9,-0.22222222222222854
1216090,39.2,40.9,0,0,35,33,34,33,34,34,33,33,33,,,,,,,33.55555555555556,0.527777777777775,9,-0.3333333333333286
1218089,39.0,41.2,0,0,34,33,34,33,34,34,34,33,33,,,,,,,33.55555555555556,0.2777777777777774,9,0.0
1220089,38.9,41.3,0,0,34,33,34,33,35,34,34,33,33,,,,,,,33.666666666666664,0.5000000000000003,9,0.11111111111110716
1222090,38.9,41.3,0,0,34,34,34,34,35,33,34,33,33,,,,,,,33.77777777777778,0.44444444444444453,9,0.11111111111111427
1224090,38.7,41.4,0,0,36,34,34,34,36,34,34,34,33,,,,,,,34.333333333333336,0.9999999999999996,9,0.5555555555555571
1226090,38.7,41.4,0,0,36,34,34,34,35,34,35,34,33,,,,,,,34.333333333333336,0.75,9,0.0
1228090,38.5,41.4,0,0,36,34,34,33,35,34,35,34,33,,,,,,,34.22222222222222,0.9444444444444413,9,-0.11111111111111427
1230090,38.5,41.4,0,0,35,34,35,33,35,34,35,34,33,,,,,,,34.22222222222222,0.6944444444444418,9,0.0
1232090,38.5,41.4,0,0,35,34,34,33,35,33,34,34,33,,,,,,,33.888888888888886,0.6111111111111112,9,-0.3333333333333357
1234089,38.4,41.5,0,0,34,34,35,33,35,33,36,34,33,,,,,,,34.111111111111114,1.1111111111111118,9,0.22222222222222854
1236089,38.4,41.6,0,0,35,33,36,34,36,33,36,35,33,,,,,,,34.55555555555556,1.7777777777777783,9,0.44444444444444287
1238090,38.2,41.7,0,0,35,34,37,35,35,34,37,36,33,,,,,,,35.111111111111114,1.861111111111112,9,0.5555555555555571
1240090,38.2,41.8,0,0,35,34,37,35,35,34,36,36,33,,,,,,,35.0,1.4999999999999991,9,-0.11111111111111427
1242089,38.1,42.0,0,0,34,34,35,35,35,34,36,35,33,,,,,,,34.55555555555556,0.7777777777777775,9,-0.44444444444444287
1244089,38.0,42.2,0,0,34,34,35,35,34,34,35,35,32,,,,,,,34.22222222222222,0.9444444444444408,9,-0.3333333333333357
1246090,38.0,42.3,0,0,35,35,34,35,35,35,34,35,32,,,,,,,34.44444444444444,1.027777777777772,9,0.22222222222222143
1248090,37.9,42.5,0,0,35,35,34,35,35,36,34,36,32,,,,,,,34.666666666666664,1.4999999999999993,9,0.22222222222222143
1250089,37.9,42.6,0,0,36,35,34,36,36,36,34,36,32,,,,,,,35.0,2.0,9,0.3333333333333357
1252089,37.8,42.8,0,0,36,35,35,37,35,36,35,36,32,,,,,,,35.22222222222222,1.94444444444445,9,0.22222222222222143
1254090,37.9,42.9,0,0,36,36,34,37,35,36,35,36,32,,,,,,,35.22222222222222,2.1944444444444504,9,0.0
1256090,37.8,43.1,0,0,36,36,34,37,35,36,34,36,32,,,,,,,35.111111111111114,2.361111111111114,9,-0.11111111111110716
1258090,37.7,43.3,0,0,35,36,34,36,35,37,34,36,32,,,,,,,35.0,2.2499999999999996,9,-0.11111111111111427
1260090,37.7,43.3,0,0,35,36,34,36,36,35,34,37,32,,,,,,,35.0,2.249999999999999,9,0.0
1262090,37.6,43.3,0,0,35,36,35,36,36,35,34,37,32,,,,,,,35.111111111111114,2.1111111111111125,9,0.11111111111111427
1264090,37.6,43.3,0,0,35,36,36,36,36,34,35,37,32,,,,,,,35.22222222222222,2.1944444444444438,9,0.11111111111110716
1266089,37.5,43.5,0,0,36,36,37,37,36,35,35,37,32,,,,,,,35.666666666666664,2.4999999999999973,9,0.44444444444444287
1268089,37.5,43.5,0,0,36,36,36,37,36,35,37,36,32,,,,,,,35.666666666666664,2.2499999999999987,9,0.0
1270090,37.3,43.6,0,0,35,36,37,36,36,35,37,36,32,,,,,,,35.55555555555556,2.2777777777777786,9,-0.11111111111110716
1272090,37.4,43.7,0,0,35,36,37,36,35,35,37,36,32,,,,,,,35.44444444444444,2.2777777777777772,9,-0.11111111111111427
1274090,37.2,43.8,0,0,34,36,37,36,35,35,36,37,32,,,,,,,35.333333333333336,2.5000000000000027,9,-0.11111111111110716
1276089,37.1,44.0,0,0,36,35,36,36,36,34,35,36,32,,,,,,,35.111111111111114,1.8611111111111123,9,-0.22222222222222143
1278089,37.0,44.1,0,0,36,36,36,37,36,35,36,37,32,,,,,,,35.666666666666664,2.249999999999999,9,0.55555555555555
1280090,37.1,44.2,0,0,36,36,36,38,36,36,36,37,32,,,,,,,35.888888888888886,2.611111111111109,9,0.22222222222222143
1282089,37.0,44.3,0,0,35,37,37,38,36,37,37,37,32,,,,,,,36.22222222222222,3.194444444444443,9,0.3333333333333357
1284089,36.9,44.5,0,0,35,36,37,38,36,36,36,36,32,,,,,,,35.77777777777778,2.6944444444444438,9,-0.44444444444444287
1286090,36.8,44.6,0,0,35,36,37,37,36,36,36,35,32,,,,,,,35.55555555555556,2.2777777777777795,9,-0.22222222222222143
1288090,36.8,44.7,0,0,36,36,37,36,36,36,36,35,32,,,,,,,35.55555555555556,2.027777777777779,9,0.0
1290090,36.7,44.9,0,0,37,36,37,35,36,36,36,36,32,,,,,,,35.666666666666664,2.249999999999999,9,0.11111111111110716
1292090,36.7,44.9,0,0,37,36,37,35,36,36,36,36,32,,,,,,,35.666666666666664,2.249999999999999,9,0.0
1294090,36.5,45.0,0,0,37,36,37,37,36,36,37,37,32,,,,,,,36.111111111111114,2.6111111111111134,9,0.44444444444444997
1296090,36.5,45.1,0,0,37,36,38,38,37,36,37,37,32,,,,,,,36.44444444444444,3.2777777777777772,9,0.3333333333333286
1298089,36.3,45.3,0,0,38,36,38,38,37,36,37,38,32,,,,,,,36.666666666666664,3.7499999999999973,9,0.22222222222222143
1300089,36.4,45.4,0,0,38,37,38,38,38,36,38,38,32,,,,,,,37.0,4.0,9,0.3333333333333357
1302090,36.3,45.6,0,0,38,37,37,38,38,36,38,38,32,,,,,,,36.888888888888886,3.861111111111109,9,-0.11111111111111427
1304090,36.2,45.9,0,0,37,37,38,37,38,36,38,36,32,,,,,,,36.55555555555556,3.527777777777778,9,-0.3333333333333286
1306089,36.2,46.0,0,0,37,36,38,37,37,36,38,36,32,,,,,,,36.333333333333336,3.2500000000000013,9,-0.22222222222222143
1308090,36.2,46.1,0,0,37,36,38,37,37,36,38,36,32,,,,,,,36.333333333333336,3.2500000000000013,9,0.0
