Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,Sat_Count
1770203,24.02809917355372,88.25454545454546,35,1,27,32,14,16,21,22,22,22,22,26,18,21,21,23,11,22,25,17
1772197,24.02801652892562,88.24909090909091,35,1,27,32,14,15,21,23,23,22,22,26,17,20,21,24,11,22,27,17
1774210,24.02793388429752,88.24363636363637,35,1,27,31,14,15,21,22,23,22,22,26,17,20,21,24,11,21,26,17
1776211,24.02785123966942,88.23818181818183,31,1,27,30,15,15,21,22,22,22,23,26,17,20,21,24,11,21,23,17
1778196,24.027768595041323,88.23272727272727,41,1,26,28,16,17,21,21,22,21,23,26,16,19,20,24,11,21,18,17
1780169,24.027685950413222,88.22727272727273,36,1,25,27,18,19,21,19,21,21,23,26,16,19,20,24,11,21,15,17
1782151,24.027603305785124,88.22181818181818,32,1,24,25,20,21,21,18,20,21,23,26,15,18,20,24,11,20,14,17
1784121,24.027520661157027,88.21636363636364,36,1,22,23,22,23,21,17,20,21,24,26,15,18,20,24,11,20,13,17
1786122,24.027438016528926,88.2109090909091,32,1,20,22,23,23,19,17,20,22,24,24,15,18,20,24,11,20,13,17
1788118,24.02735537190083,88.20545454545454,37,1,19,21,24,22,18,16,20,23,24,22,15,18,20,24,11,20,13,17
1790120,24.027272727272727,88.2,38,1,19,22,24,21,17,17,20,24,23,20,15,17,19,24,11,19,13,17
1792119,24.02719008264463,88.19454545454546,32,1,20,24,23,19,16,17,21,26,22,17,16,17,19,24,11,19,13,17
1794118,24.02710743801653,88.18909090909091,36,1,21,25,21,18,16,18,22,28,21,16,16,17,19,24,11,20,16,17
1796120,24.02702479338843,88.18363636363637,29,1,22,27,19,17,17,18,22,30,19,15,17,18,20,24,11,20,22,17
1798120,24.02694214876033,88.17818181818183,32,1,23,29,17,17,17,18,23,31,18,15,18,18,20,24,11,20,29,17
1800120,24.026859504132233,88.17272727272727,35,1,23,30,16,17,18,18,23,32,16,16,18,18,20,24,11,21,34,17
1802120,24.026776859504132,88.16727272727273,36,1,23,30,15,17,18,19,23,32,15,16,18,19,21,24,11,21,37,17
1804120,24.026694214876034,88.16181818181819,32,1,23,30,15,17,18,19,22,32,15,17,18,19,21,24,11,21,36,17
1806119,24.026611570247933,88.15636363636364,32,1,22,30,15,17,17,20,22,31,15,17,17,20,22,24,11,21,32,17
1808120,24.026528925619836,88.1509090909091,39,1,22,29,15,17,17,20,22,30,15,17,17,20,22,24,11,20,28,17
1810118,24.026446280991735,88.14545454545456,37,1,22,28,15,17,17,20,21,29,15,17,17,20,22,25,11,20,26,17
1812118,24.026363636363637,88.14,36,1,21,28,15,17,16,21,21,28,15,17,16,21,23,25,11,20,24,17
1814116,24.026280991735536,88.13454545454546,34,1,21,28,15,17,16,21,21,28,15,17,16,21,23,25,11,20,23,17
1816116,24.02619834710744,88.12909090909092,32,1,21,27,15,17,16,22,21,27,15,17,16,22,24,25,11,20,22,17
1818118,24.026115702479338,88.12363636363636,37,1,22,26,14,17,16,22,22,26,14,17,16,22,24,25,11,20,21,17
1820172,24.02603305785124,88.11818181818182,32,1,22,26,14,16,17,23,22,25,14,17,16,22,25,25,11,20,21,17
1822212,24.02595041322314,88.11272727272728,42,1,22,26,14,15,18,23,22,24,15,17,16,22,25,25,11,20,21,17
1824205,24.02586776859504,88.10727272727273,39,1,22,25,14,14,19,23,23,23,15,16,15,22,25,25,11,20,21,17
1826208,24.025785123966944,88.10181818181819,36,1,21,24,15,14,19,23,23,22,16,16,14,21,26,25,11,20,20,17
1828209,24.025702479338843,88.09636363636363,35,1,21,23,16,14,19,21,23,22,17,17,12,21,26,25,11,19,19,17
1830207,24.025619834710746,88.0909090909091,32,1,21,22,17,14,19,19,22,21,18,18,11,20,26,25,11,19,17,17
1832208,24.025537190082645,88.08545454545455,35,1,20,22,19,15,18,16,21,21,19,19,10,20,26,25,11,19,17,17
1834205,24.025454545454547,88.08,33,1,20,21,20,16,17,14,21,21,20,21,10,20,25,25,11,19,17,17
1836207,24.025371900826446,88.07454545454546,28,1,20,22,20,16,17,14,20,21,20,22,10,19,25,25,11,19,19,17
1838204,24.02528925619835,88.06909090909092,29,1,21,22,20,15,17,14,21,22,21,23,10,19,25,25,11,19,21,17
1840204,24.025206611570248,88.06363636363636,32,1,22,23,19,14,17,16,21,22,21,24,9,19,25,25,11,20,23,17
1842206,24.02512396694215,88.05818181818182,32,1,23,24,17,13,19,19,22,21,21,24,9,19,25,24,11,20,25,17
1844203,24.02504132231405,88.05272727272728,41,1,24,25,16,11,19,21,22,21,21,24,9,19,24,24,11,20,30,17
1846207,24.02495867768595,88.04727272727273,32,1,25,25,15,11,19,23,23,19,21,24,9,19,24,24,11,20,34,17
1848205,24.02487603305785,88.04181818181819,35,1,25,24,14,11,19,24,23,18,21,25,9,18,24,24,11,20,38,17
1850211,24.024793388429753,88.03636363636365,32,1,26,22,14,11,19,24,23,16,21,25,9,18,24,24,11,20,37,17
1852213,24.024710743801652,88.03090909090909,32,1,26,20,15,13,19,23,22,15,21,25,9,18,23,24,11,20,32,17
1854204,24.024628099173555,88.02545454545455,36,1,25,17,16,15,19,22,21,15,22,24,9,18,23,24,11,19,26,17
1856187,24.024545454545454,88.02000000000001,37,1,24,15,18,17,19,20,20,16,22,24,9,18,23,24,11,19,22,17
1858162,24.024462809917356,88.01454545454546,32,1,22,14,20,20,18,18,20,17,23,23,8,18,23,24,11,19,21,17
1860127,24.024380165289255,88.00909090909092,32,1,20,14,22,22,17,16,20,19,25,22,8,17,22,24,11,19,23,17
1862121,24.024297520661158,88.00363636363637,32,1,18,16,24,23,16,16,20,21,26,20,9,17,22,23,11,19,27,17
1864124,24.024214876033056,87.99818181818182,28,1,17,18,26,22,15,15,21,23,27,19,9,16,22,23,11,20,33,17
1866119,24.02413223140496,87.99272727272728,36,1,17,20,27,21,14,15,21,24,28,17,10,15,22,23,11,20,35,17
1868118,24.02404958677686,87.98727272727274,32,1,19,23,26,19,14,16,22,25,28,17,12,15,22,23,11,20,32,17
1870115,24.02396694214876,87.98181818181818,38,1,21,25,25,17,15,16,23,25,26,16,14,15,21,23,11,20,26,17
1872118,24.023884297520663,87.97636363636364,37,1,23,27,23,16,16,17,24,25,24,15,16,17,21,23,11,20,23,17
1874118,24.023801652892562,87.97090909090909,32,1,26,30,20,16,18,19,26,25,21,15,18,18,21,23,11,21,28,17
1876118,24.023719008264464,87.96545454545455,32,1,27,31,17,15,19,20,27,26,18,14,19,20,21,23,11,22,42,17
1878117,24.023636363636363,87.96000000000001,36,1,28,33,15,14,20,21,28,27,16,13,20,21,21,23,11,22,66,17
1880118,24.023553719008266,87.95454545454545,32,1,29,33,14,13,21,22,29,29,14,12,21,21,21,23,11,23,98,17
1882118,24.023471074380165,87.94909090909091,41,1,30,34,13,12,21,22,30,30,14,11,21,22,21,23,11,23,124,17
1884118,24.023388429752067,87.94363636363637,37,1,30,34,14,12,21,22,30,31,14,11,21,21,21,23,11,23,132,17
1886117,24.023305785123966,87.93818181818182,32,1,30,34,14,12,21,21,30,32,14,12,21,21,21,23,11,23,127,17
1888117,24.02322314049587,87.93272727272728,32,1,30,34,15,13,21,21,30,32,15,13,21,21,21,23,11,23,118,17
1890118,24.023140495867768,87.92727272727274,32,1,30,34,15,13,21,21,30,32,15,13,21,21,21,23,11,23,106,17
1892118,24.02305785123967,87.92181818181818,34,1,30,34,15,14,21,21,30,32,15,14,21,21,20,23,11,23,103,17
1894118,24.02297520661157,87.91636363636364,32,1,30,33,15,13,21,21,30,32,15,13,21,20,20,23,11,23,107,17
1896117,24.022892561983472,87.9109090909091,37,1,30,33,14,13,21,20,30,32,14,13,21,20,20,23,11,23,119,17
1898210,24.02280991735537,87.90545454545455,38,1,30,33,14,12,21,20,30,32,14,12,21,20,20,23,11,23,133,17
1900209,24.022727272727273,87.9,39,1,29,32,14,11,21,20,29,32,14,11,21,20,20,23,11,23,119,17
1902210,24.022644628099172,87.89454545454547,34,1,28,31,15,11,22,21,28,30,15,11,21,19,20,23,11,22,88,17
1904208,24.022561983471075,87.88909090909091,33,1,26,28,16,12,22,21,26,28,16,12,21,19,20,23,11,21,52,17
1906211,24.022479338842974,87.88363636363637,36,1,24,26,18,13,23,22,24,26,17,13,21,19,20,23,11,21,24,17
1908211,24.022396694214876,87.87818181818182,40,1,22,23,20,15,22,22,21,22,18,15,21,19,20,23,11,20,11,17
1910209,24.02231404958678,87.87272727272727,32,1,20,21,22,16,21,22,19,20,20,17,20,19,20,23,11,19,10,17
1912207,24.022231404958678,87.86727272727273,32,1,20,20,23,17,19,20,18,19,21,18,20,19,20,23,11,19,11,17
1914210,24.02214876033058,87.8618181818182,36,1,21,20,23,17,17,19,16,18,22,19,20,18,20,23,11,19,11,17
1916207,24.02206611570248,87.85636363636364,32,1,22,21,22,17,15,18,15,18,23,20,20,18,20,23,11,19,11,17
1918209,24.021983471074382,87.8509090909091,34,1,25,23,20,17,13,17,15,19,23,21,19,18,20,23,11,19,13,17
1920206,24.02190082644628,87.84545454545454,33,1,26,25,18,17,13,17,15,19,24,22,19,18,20,23,11,19,17,17
1922206,24.021818181818183,87.84,32,1,28,27,16,17,13,17,15,19,24,22,19,18,20,23,11,20,21,17
1924209,24.021735537190082,87.83454545454546,32,1,28,28,15,17,14,17,16,19,25,23,19,18,20,23,11,20,26,17
1926204,24.021652892561985,87.82909090909091,35,1,29,30,15,17,15,18,16,18,26,24,18,17,20,23,11,20,29,17
1928211,24.021570247933884,87.82363636363637,36,1,29,30,16,17,16,18,17,18,26,25,18,17,20,23,11,21,29,17
1930215,24.021487603305786,87.81818181818183,37,1,29,30,18,17,17,18,18,18,27,25,18,17,19,23,11,21,28,17
1932207,24.021404958677685,87.81272727272727,37,1,28,29,21,18,17,17,18,18,27,26,18,17,19,23,11,21,26,17
1934181,24.021322314049588,87.80727272727273,32,1,27,27,24,19,16,17,18,18,28,27,17,17,19,23,11,21,24,17
1936159,24.021239669421487,87.80181818181819,34,1,25,25,26,20,16,17,19,19,28,27,17,17,19,23,11,21,23,17
1938134,24.02115702479339,87.79636363636364,32,1,23,23,28,21,15,17,19,20,29,26,17,16,19,23,11,21,22,17
1940129,24.021074380165288,87.7909090909091,37,1,21,22,29,22,15,17,19,21,29,25,16,16,19,23,11,21,23,17
1942127,24.02099173553719,87.78545454545456,32,1,19,22,28,21,15,17,19,22,28,23,16,16,19,23,11,20,20,17
1944128,24.02090909090909,87.78,37,1,19,22,27,20,16,17,20,24,27,21,16,16,19,23,11,20,17,17
1946126,24.020826446280992,87.77454545454546,32,1,20,24,25,19,16,17,21,26,25,19,16,17,19,23,11,20,16,17
1948125,24.02074380165289,87.76909090909092,37,1,22,25,22,18,16,17,23,27,22,18,15,17,19,23,11,20,16,17
1950125,24.020661157024794,87.76363636363637,35,1,25,26,19,17,17,17,26,27,19,17,16,17,19,23,11,20,21,17
1952123,24.020578512396696,87.75818181818182,33,1,27,27,16,17,17,17,27,27,17,16,16,17,19,23,11,20,29,17
1954123,24.020495867768595,87.75272727272727,32,1,29,26,14,17,17,17,29,26,15,16,16,17,19,23,11,20,38,17
1956125,24.020413223140498,87.74727272727273,34,1,29,26,13,16,17,17,30,26,14,15,17,17,19,23,11,20,44,17
1958125,24.020330578512397,87.74181818181819,36,1,30,25,13,16,17,17,30,25,14,15,17,17,19,23,11,20,48,17
1960125,24.0202479338843,87.73636363636363,37,1,30,25,13,16,17,17,30,25,14,14,17,17,19,23,11,20,47,17
1962125,24.020165289256198,87.7309090909091,41,1,30,24,13,16,17,17,30,24,14,14,17,17,19,23,11,20,45,17
1964126,24.0200826446281,87.72545454545455,32,1,30,23,13,16,17,17,30,23,13,15,17,17,19,23,11,20,43,17
1966127,24.02,87.72,36,1,30,23,13,16,17,17,30,23,13,16,16,16,19,23,11,20,43,17
1968125,24.019917355371902,87.71454545454546,37,1,31,22,13,17,16,17,30,22,13,17,16,16,19,23,11,20,44,17
1970125,24.0198347107438,87.70909090909092,29,1,31,21,13,17,16,17,31,21,12,17,15,16,19,23,11,20,45,17
1972125,24.019752066115704,87.70363636363636,32,1,31,21,12,18,15,17,31,21,12,18,15,16,19,23,11,20,49,17
1974198,24.019669421487603,87.69818181818182,36,1,31,20,12,18,14,17,31,20,12,17,14,16,19,23,11,20,54,17
1976214,24.019586776859505,87.69272727272728,39,1,30,20,12,18,15,17,30,20,12,17,15,16,19,23,11,19,46,17
1978214,24.019504132231404,87.68727272727273,43,1,29,19,12,18,16,17,29,19,13,17,15,16,19,23,11,19,33,17
1980217,24.019421487603307,87.68181818181819,35,1,27,18,13,18,18,17,27,18,14,17,16,16,19,23,11,19,20,17
1982216,24.019338842975205,87.67636363636365,32,1,24,18,15,18,20,17,24,18,15,17,18,16,19,23,11,18,11,17
1984212,24.019256198347108,87.67090909090909,32,1,22,18,17,17,22,17,22,17,17,17,19,16,19,23,11,18,10,17
1986214,24.019173553719007,87.66545454545455,32,1,21,17,19,17,24,17,20,17,19,17,20,16,19,23,11,18,11,17
1988211,24.01909090909091,87.66000000000001,34,1,21,18,19,17,24,17,19,17,20,17,20,16,20,24,12,18,12,17
1990212,24.01900826446281,87.65454545454546,32,1,23,18,20,17,23,17,19,16,21,17,20,16,20,24,12,18,12,17
1992215,24.01892561983471,87.64909090909092,42,1,25,19,18,17,22,18,19,16,21,17,20,16,20,24,12,19,11,17
1994213,24.018842975206613,87.64363636363638,41,1,28,20,17,18,21,18,19,16,21,17,20,16,20,24,12,19,13,17
1996213,24.018760330578512,87.63818181818182,36,1,29,21,16,18,21,18,20,16,21,17,20,16,20,24,12,19,15,17
1998208,24.018677685950415,87.63272727272728,32,1,30,23,15,18,21,18,19,16,21,17,19,16,20,24,12,19,17,17
2000211,24.018595041322314,87.62727272727273,34,1,31,24,14,18,21,18,19,16,21,17,19,16,20,24,12,19,19,17
2002213,24.018512396694216,87.62181818181818,38,1,31,25,14,18,21,19,19,17,21,17,19,17,20,24,12,20,20,17
2004215,24.018429752066115,87.61636363636364,32,1,31,27,13,18,21,19,18,17,21,17,19,17,20,24,12,20,23,17
2006217,24.018347107438018,87.61090909090909,33,1,31,28,14,19,21,20,18,17,21,18,18,17,20,24,12,20,24,17
2008214,24.018264462809917,87.60545454545455,32,1,30,29,15,20,21,21,17,17,22,19,18,17,20,24,12,20,23,17
2010193,24.01818181818182,87.60000000000001,34,1,29,29,16,22,20,21,17,18,23,21,18,17,20,24,12,21,21,17
2012170,24.01809917355372,87.59454545454545,35,1,27,28,19,24,20,21,18,19,25,23,18,17,20,24,12,21,18,17
2014147,24.01801652892562,87.58909090909091,36,1,25,27,23,26,19,20,18,21,27,25,18,17,20,24,12,21,17,17
2016128,24.01793388429752,87.58363636363637,34,1,22,25,26,26,17,19,19,23,29,25,17,17,20,24,12,22,19,17
2018129,24.017851239669422,87.57818181818182,37,1,20,25,28,25,17,18,19,25,30,25,17,17,20,24,12,22,25,17
2020127,24.01776859504132,87.57272727272728,32,1,19,25,29,23,16,17,20,27,30,25,16,17,20,24,12,22,30,17
2022125,24.017685950413224,87.56727272727274,37,1,20,27,29,20,16,17,21,29,29,23,16,17,20,24,12,22,34,17
2024124,24.017603305785123,87.56181818181818,32,1,21,29,27,18,16,17,22,30,27,23,16,17,20,24,12,22,35,17
2026125,24.017520661157025,87.55636363636364,32,1,23,31,24,17,17,17,23,31,24,22,17,17,20,24,12,22,37,17
2028123,24.017438016528924,87.5509090909091,36,1,25,32,21,17,18,17,25,32,21,20,18,17,20,24,12,22,45,17
2030123,24.017355371900827,87.54545454545455,32,1,27,33,18,17,19,17,27,33,18,19,19,17,20,24,12,22,56,17
2032122,24.017272727272726,87.54,39,1,28,33,16,17,19,17,28,33,16,19,19,16,20,24,12,22,67,17
2034124,24.01719008264463,87.53454545454547,34,1,28,33,15,17,20,17,28,33,15,18,20,16,20,24,12,22,78,17
2036123,24.01710743801653,87.52909090909091,34,1,28,33,14,17,20,17,28,33,14,17,20,16,20,24,12,22,85,17
2038125,24.01702479338843,87.52363636363637,33,1,28,33,14,17,20,17,28,33,14,17,20,16,20,24,12,22,82,17
2040124,24.016942148760332,87.51818181818183,32,1,28,33,14,17,20,17,28,33,14,17,20,15,20,24,12,22,79,17
2042125,24.01685950413223,87.51272727272728,38,1,28,32,14,17,20,17,28,33,14,17,20,15,20,24,12,22,75,17
2044124,24.016776859504134,87.50727272727273,30,1,28,32,14,17,20,17,28,32,14,17,20,15,20,24,12,22,69,17
2046124,24.016694214876033,87.50181818181818,41,1,28,31,14,17,20,17,27,32,14,17,20,15,20,24,12,22,63,17
2048124,24.016611570247935,87.49636363636364,36,1,28,29,14,17,20,17,27,32,14,17,20,14,20,24,12,21,56,17
2050125,24.016528925619834,87.4909090909091,32,1,28,28,14,17,20,17,27,31,14,17,20,14,20,24,12,21,49,17
2052220,24.016446280991737,87.48545454545454,39,1,28,26,14,17,20,17,27,30,14,17,20,14,20,24,12,21,42,17
2054217,24.016363636363636,87.48,44,1,27,24,14,17,21,17,27,29,14,17,20,14,20,24,12,20,33,17
2056217,24.016280991735538,87.47454545454546,36,1,26,22,15,17,21,17,26,27,15,17,20,14,20,24,12,20,23,17
2058217,24.016198347107437,87.46909090909091,42,1,25,21,16,17,21,17,25,25,15,17,20,13,20,24,12,19,16,17
2060217,24.01611570247934,87.46363636363637,34,1,23,20,17,17,22,17,23,22,16,18,20,13,20,24,12,19,12,17
2062213,24.01603305785124,87.45818181818183,33,1,21,19,18,17,21,17,20,20,17,18,20,13,20,24,12,18,11,17
2064215,24.01595041322314,87.45272727272727,32,1,20,20,19,17,21,17,19,19,18,19,19,13,20,24,12,18,12,17
2066213,24.01586776859504,87.44727272727273,35,1,20,21,20,17,19,17,18,19,18,20,19,12,21,24,12,18,12,17
2068213,24.015785123966943,87.44181818181819,37,1,21,22,20,17,18,16,17,19,18,20,19,12,21,24,12,18,11,17
2070212,24.01570247933884,87.43636363636364,37,1,22,24,18,17,17,15,18,19,18,21,18,12,21,24,12,18,12,17
2072215,24.015619834710744,87.4309090909091,36,1,24,26,17,17,17,15,18,20,18,22,18,12,21,24,12,19,16,17
2074212,24.015537190082643,87.42545454545456,28,1,25,27,16,18,16,14,19,21,18,23,18,12,21,24,12,19,21,17
2076213,24.015454545454546,87.42,32,1,26,28,16,18,17,13,19,22,18,24,17,11,21,24,12,19,26,17
2078212,24.015371900826448,87.41454545454546,32,1,27,27,16,18,17,13,19,22,18,25,17,11,21,24,12,20,29,17
2080215,24.015289256198347,87.4090909090909,33,1,27,26,16,18,17,13,19,23,18,26,17,11,21,24,12,20,28,17
2082215,24.01520661157025,87.40363636363637,32,1,27,24,18,19,17,13,18,22,18,27,16,11,21,24,12,20,27,17
2084211,24.01512396694215,87.39818181818183,36,1,27,22,19,19,18,13,17,22,18,28,16,10,21,24,12,20,27,17
2086194,24.01504132231405,87.39272727272729,37,1,27,21,20,20,17,14,17,22,19,28,16,10,21,24,12,20,28,17
2088167,24.01495867768595,87.38727272727273,36,1,26,20,22,22,16,14,16,21,21,29,15,10,21,24,12,20,33,17
2090147,24.014876033057853,87.38181818181819,37,1,25,20,25,23,15,14,17,21,23,29,15,10,21,24,12,20,40,17
2092123,24.01479338842975,87.37636363636364,35,1,23,20,26,23,14,14,18,21,25,29,14,9,21,24,12,21,47,17
2094125,24.014710743801654,87.3709090909091,38,1,21,21,28,22,13,14,18,22,27,28,14,9,21,24,12,21,55,17
2096122,24.014628099173553,87.36545454545455,32,1,21,21,28,21,13,13,20,22,28,26,14,10,21,24,12,21,52,17
2098123,24.014545454545456,87.36,32,1,21,22,27,17,13,14,21,22,28,24,14,10,21,24,12,20,43,17
2100120,24.014462809917354,87.35454545454546,32,1,22,23,26,15,14,14,22,22,26,21,15,11,21,24,12,20,35,17
2102121,24.014380165289257,87.34909090909092,34,1,24,24,23,12,16,14,24,23,24,19,16,13,21,24,12,20,32,17
2104122,24.014297520661156,87.34363636363636,42,1,26,26,20,11,17,15,26,24,20,15,17,15,22,24,12,20,40,17
2106124,24.01421487603306,87.33818181818182,36,1,28,28,18,10,18,16,28,26,18,13,18,16,22,24,12,21,60,17
2108124,24.014132231404957,87.33272727272728,28,1,29,30,16,10,18,17,29,28,16,12,18,18,22,24,12,22,81,17
2110125,24.01404958677686,87.32727272727273,32,1,30,31,15,11,18,18,30,29,15,12,18,19,23,24,12,22,102,17
2112124,24.01396694214876,87.32181818181819,29,1,30,31,14,12,17,19,31,30,14,12,17,20,23,24,12,23,113,17
2114125,24.01388429752066,87.31636363636365,40,1,31,31,14,14,17,20,30,31,14,14,17,20,24,25,12,23,102,17
2116125,24.01380165289256,87.31090909090909,35,1,31,31,14,15,17,20,30,31,14,15,17,21,24,25,12,23,92,17
2118125,24.013719008264463,87.30545454545455,40,1,31,31,14,16,17,21,29,31,15,15,17,21,24,25,12,23,82,17
2120125,24.013636363636365,87.30000000000001,32,1,31,31,14,17,17,21,29,31,16,15,17,20,24,25,12,23,73,17
2122124,24.013553719008264,87.29454545454546,37,1,31,31,14,17,18,22,27,32,18,15,17,20,24,25,12,23,65,17
2124124,24.013471074380167,87.28909090909092,32,1,31,31,14,17,18,23,26,31,20,15,17,20,24,25,12,23,61,17
2126121,24.013388429752066,87.28363636363636,32,1,31,31,14,17,19,23,26,31,22,14,17,20,24,25,12,23,57,17
2128202,24.01330578512397,87.27818181818182,35,1,31,31,14,17,19,23,26,30,23,14,18,20,24,25,12,23,51,17
2130214,24.013223140495867,87.27272727272728,40,1,30,30,15,17,20,23,26,29,23,15,18,19,24,25,12,22,40,17
2132215,24.01314049586777,87.26727272727273,35,1,29,28,15,17,21,23,25,27,23,15,19,19,24,25,12,22,28,17
2134215,24.01305785123967,87.26181818181819,31,1,27,26,16,17,23,23,25,25,21,16,19,19,24,25,12,21,18,17
2136218,24.01297520661157,87.25636363636364,41,1,24,24,17,17,24,23,23,23,20,17,20,18,23,25,12,20,12,17
2138218,24.01289256198347,87.25090909090909,32,1,21,21,19,17,24,23,21,20,20,17,20,18,23,24,12,20,11,17
2140214,24.012809917355373,87.24545454545455,33,1,19,19,21,17,24,22,19,19,20,18,20,18,23,24,12,19,11,17
2142213,24.012727272727272,87.24000000000001,32,1,19,17,22,16,23,21,17,17,20,19,20,17,22,24,12,19,12,17
2144214,24.012644628099174,87.23454545454545,36,1,20,15,22,15,21,20,17,16,20,19,20,17,22,24,12,18,11,17
2146214,24.012561983471073,87.22909090909091,34,1,22,14,21,13,19,19,16,16,20,20,20,17,22,24,12,18,11,17
2148214,24.012479338842976,87.22363636363637,37,1,25,13,19,12,18,18,16,15,20,20,20,17,21,24,12,18,13,17
2150214,24.012396694214875,87.21818181818182,32,1,27,12,17,10,18,17,16,14,19,21,20,17,21,23,12,18,18,17
2152209,24.012314049586777,87.21272727272728,33,1,29,11,16,10,17,17,16,14,19,22,19,16,21,23,12,18,26,17
2154214,24.012231404958676,87.20727272727274,37,1,29,10,15,9,18,17,16,13,19,22,19,16,20,23,12,18,34,17
2156213,24.01214876033058,87.20181818181818,32,1,30,8,14,9,18,17,16,12,18,23,19,16,20,23,12,18,43,17
2158219,24.01206611570248,87.19636363636364,36,1,30,7,14,9,18,17,15,12,18,24,19,16,20,23,12,18,50,17
2160222,24.01198347107438,87.1909090909091,32,1,30,6,15,10,18,17,15,11,18,25,19,15,19,23,12,18,55,17
2162213,24.011900826446283,87.18545454545455,39,1,29,6,17,11,18,17,15,11,19,25,18,15,19,22,12,18,53,17
2164188,24.01181818181818,87.18,36,1,28,6,18,13,18,17,15,11,20,26,18,15,19,22,12,18,44,17
2166165,24.011735537190084,87.17454545454547,32,1,26,8,19,16,19,17,15,12,22,27,18,15,18,22,12,18,34,17
2168139,24.011652892561983,87.16909090909091,36,1,24,10,19,18,18,16,16,13,24,27,18,15,18,22,12,19,24,17
2170127,24.011570247933886,87.16363636363637,33,1,21,14,19,20,17,16,16,15,26,26,17,15,18,22,12,19,16,17
2172130,24.011487603305785,87.15818181818182,32,1,18,17,18,22,16,16,16,18,28,25,17,15,17,22,12,19,14,17
2174127,24.011404958677687,87.15272727272728,35,1,17,20,18,21,16,16,17,20,28,23,17,15,17,21,12,19,13,17
2176125,24.011322314049586,87.14727272727274,32,1,17,23,19,20,15,16,18,23,27,21,16,16,16,21,12,19,13,17
2178125,24.01123966942149,87.14181818181818,32,1,19,25,19,19,15,17,19,24,25,19,15,16,16,21,12,19,13,17
2180123,24.011157024793388,87.13636363636364,36,1,21,25,19,18,15,17,21,25,23,18,15,17,16,21,12,19,14,17
2182123,24.01107438016529,87.1309090909091,33,1,24,25,19,17,15,18,24,25,20,17,15,18,15,21,12,19,16,17
2184123,24.01099173553719,87.12545454545455,36,1,26,25,17,17,15,18,26,25,18,17,15,18,15,20,12,19,19,17
2186123,24.01090909090909,87.12,37,1,28,24,16,17,16,19,28,24,16,17,16,19,15,20,12,19,21,17
2188123,24.01082644628099,87.11454545454546,32,1,29,23,15,17,18,19,29,23,15,17,18,19,15,20,12,20,23,17
2190123,24.010743801652893,87.10909090909091,32,1,29,22,14,17,19,20,29,22,14,17,19,20,15,20,12,20,24,17
2192122,24.010661157024792,87.10363636363637,34,1,29,21,14,17,20,20,29,21,14,17,20,20,15,20,12,20,23,17
2194123,24.010578512396695,87.09818181818183,32,1,29,20,14,17,21,20,29,20,14,17,21,20,15,20,12,20,23,17
2196123,24.010495867768594,87.09272727272727,33,1,29,19,14,17,21,20,29,19,14,17,21,20,15,19,12,19,23,17
2198123,24.010413223140496,87.08727272727273,36,1,29,18,14,17,21,20,29,18,14,17,21,20,15,19,12,19,24,17
2200123,24.0103305785124,87.08181818181819,32,1,29,17,14,17,21,20,29,17,14,17,21,21,15,19,12,19,24,17
2202122,24.010247933884298,87.07636363636364,32,1,29,16,14,17,21,21,29,16,14,17,21,21,15,19,12,19,26,17
2204121,24.0101652892562,87.0709090909091,37,1,29,15,14,17,21,21,29,15,14,16,21,21,15,19,12,19,28,17
2206216,24.0100826446281,87.06545454545456,39,1,29,14,14,16,21,21,29,14,14,15,21,22,15,19,12,19,32,17
2208212,24.01,87.06,36,1,28,13,14,16,21,21,28,13,14,14,21,22,15,18,12,19,32,17
2210213,24.0099173553719,87.05454545454546,28,1,27,12,15,15,22,21,27,12,15,13,21,22,15,18,12,18,30,17
2212212,24.009834710743803,87.04909090909092,33,1,26,12,16,15,23,20,26,12,16,13,21,21,15,18,12,18,24,17
2214215,24.009752066115702,87.04363636363637,36,1,24,12,18,15,23,19,24,12,17,14,21,21,15,18,12,18,17,17
2216214,24.009669421487605,87.03818181818183,34,1,22,12,20,16,23,17,22,12,18,16,20,20,15,18,12,18,11,17
2218212,24.009586776859503,87.03272727272727,35,1,21,13,22,16,22,15,20,13,19,17,20,20,15,18,12,17,10,17
2220211,24.009504132231406,87.02727272727273,38,1,21,15,24,15,20,13,20,15,20,19,20,19,15,17,12,17,10,17
2222212,24.009421487603305,87.02181818181819,36,1,22,17,24,14,19,12,20,16,20,21,19,18,15,17,12,18,11,17
2224212,24.009338842975207,87.01636363636364,32,1,24,19,23,13,19,12,20,17,20,22,19,18,15,17,12,18,11,17
2226214,24.009256198347106,87.0109090909091,37,1,26,21,20,12,19,13,20,18,19,22,19,17,15,17,12,18,14,17
2228212,24.00917355371901,87.00545454545455,32,1,28,23,18,11,19,14,20,19,19,23,18,16,15,17,12,18,17,17
2230213,24.009090909090908,87.0,39,1,29,25,16,11,20,15,19,19,19,24,18,16,15,17,12,19,22,17
2232213,24.00900826446281,86.99454545454546,34,1,30,26,15,12,20,16,18,19,18,25,18,15,15,16,12,19,26,17
