Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,SNR_Diff,Sat_Count
50400,30.59851034,60.14294077,549,1,42,42,39,40,37,42,42,42,,,,,,,,40.75,3.6428571428571384,-0.375,8
50500,27.49475112,62.92614217,349,1,42,43,40,43,38,42,42,42,,,,,,,,41.5,2.857142857142857,0.75,8
50600,26.288834,77.45154121,466,1,40,41,39,42,40,42,42,42,,,,,,,,41.0,1.4285714285714306,-0.5,8
50700,26.79375811,69.38556102,425,1,41,42,39,43,41,41,43,41,,,,,,,,41.375,1.69642857142857,0.375,8
50800,25.24464286,79.65804152,471,1,43,42,38,42,43,42,42,41,,,,,,,,41.625,2.5535714285714275,0.25,8
50900,25.63436088,77.74662932,494,1,42,41,40,45,41,42,42,41,,,,,,,,41.75,2.214285714285714,0.125,8
51000,29.14837315,77.80256227,384,1,43,42,41,46,40,43,41,40,,,,,,,,42.0,3.999999999999999,0.25,8
51100,31.0635248,62.56952864,576,1,41,40,42,46,38,44,40,40,,,,,,,,41.375,6.553571428571429,-0.625,8
51200,28.13971289,69.50458698,581,1,43,42,41,45,39,45,39,40,,,,,,,,41.75,5.928571428571429,0.375,8
51300,29.382407,79.87181195,332,1,44,40,41,42,39,44,39,39,,,,,,,,41.0,4.571428571428577,-0.75,8
51400,30.66813171,62.98088461,511,1,43,42,40,41,40,42,39,39,,,,,,,,40.75,2.214285714285714,-0.25,8
51500,27.49738237,71.48466907,310,1,41,41,41,43,40,40,40,39,,,,,,,,40.625,1.4107142857142858,-0.125,8
51600,29.58019849,66.88559984,314,1,39,41,40,44,40,38,41,40,,,,,,,,40.375,3.124999999999997,-0.25,8
51700,27.45302698,67.7571628,587,1,39,42,40,43,38,37,42,41,,,,,,,,40.25,4.499999999999999,-0.125,8
51800,29.49900748,77.81585008,508,1,40,43,40,41,40,39,42,42,,,,,,,,40.875,1.8392857142857129,0.625,8
51900,26.52325404,71.75805138,397,1,41,43,41,40,40,40,41,42,,,,,,,,41.0,1.1428571428571417,0.125,8
52000,31.84487758,75.17552779,501,1,40,43,40,39,40,43,42,42,,,,,,,,41.125,2.410714285714292,0.125,8
52100,25.53324438,73.46468795,554,1,40,44,37,39,38,40,42,42,,,,,,,,40.25,5.357142857142851,-0.875,8
52200,28.53662995,70.58031381,561,1,39,43,38,41,39,39,42,41,,,,,,,,40.25,3.0714285714285694,0.0,8
52300,27.00407489,75.83422398,306,1,40,39,40,41,41,38,42,41,,,,,,,,40.25,1.6428571428571426,0.0,8
52400,29.20586484,79.41465812,545,1,41,38,42,40,43,41,40,39,,,,,,,,40.5,2.571428571428568,0.25,8
52500,27.99814886,79.33639108,556,1,41,40,40,38,42,42,39,37,,,,,,,,39.875,3.267857142857142,-0.625,8
52600,27.14665911,75.78904002,479,1,40,43,39,39,40,42,39,36,,,,,,,,39.75,4.499999999999998,-0.125,8
52700,26.75026347,69.74659511,444,1,38,45,41,38,42,42,39,37,,,,,,,,40.25,7.35714285714286,0.5,8
52800,26.2774903,63.26317918,333,1,40,43,41,39,43,42,38,38,,,,,,,,40.5,4.285714285714289,0.25,8
52900,30.48015521,60.88941018,372,1,41,42,42,39,44,42,38,40,,,,,,,,41.0,3.7142857142857175,0.5,8
53000,26.55539956,64.62889937,447,1,45,40,39,39,39,43,37,41,,,,,,,,40.375,6.553571428571429,-0.625,8
53100,30.41468337,66.80515999,560,1,44,41,39,38,38,44,38,42,,,,,,,,40.5,6.857142857142859,0.125,8
53200,28.39527026,62.59699232,541,1,46,42,38,38,37,44,40,43,,,,,,,,41.0,10.571428571428571,0.5,8
53300,25.50559615,64.49530659,449,1,44,44,41,40,38,41,42,41,,,,,,,,41.375,3.9821428571428563,0.375,8
53400,26.15809874,61.67090929,536,1,44,45,43,41,38,40,43,40,,,,,,,,41.75,5.642857142857146,0.375,8
53500,31.25033251,70.47353944,530,1,41,46,44,41,39,42,43,38,,,,,,,,41.75,6.785714285714294,0.0,8
53600,29.21971075,62.52636382,474,1,39,45,45,40,40,40,44,38,,,,,,,,41.375,7.982142857142856,-0.375,8
53700,26.29033225,74.8553726,366,1,40,43,44,40,40,40,43,38,,,,,,,,41.0,4.28571428571428,-0.375,8
53800,29.92635441,66.65299556,404,1,41,42,42,40,39,39,41,41,,,,,,,,40.625,1.4107142857142843,-0.375,8
53900,30.76283221,73.44125428,349,1,43,42,42,41,39,42,39,43,,,,,,,,41.375,2.5535714285714293,0.75,8
54000,27.31457203,77.6503887,302,1,43,42,43,38,39,42,38,45,,,,,,,,41.25,6.785714285714284,-0.125,8
54100,28.89616649,61.72033085,324,1,43,41,45,38,38,44,39,44,,,,,,,,41.5,8.285714285714286,0.25,8
54200,27.05414979,79.78001575,528,1,42,40,44,39,39,43,41,43,,,,,,,,41.375,3.6964285714285725,-0.125,8
54300,25.56043202,72.90486685,310,1,42,41,44,41,39,43,44,42,,,,,,,,42.0,2.8571428571428577,0.625,8
54400,27.79656354,61.06731871,420,1,41,41,43,42,41,42,45,41,,,,,,,,42.0,1.9999999999999978,0.0,8
54500,30.26002413,66.28004464,596,1,42,42,43,41,40,44,44,40,,,,,,,,42.0,2.5714285714285716,0.0,8
54600,28.21076195,77.72490298,539,1,41,41,42,41,40,44,44,39,,,,,,,,41.5,3.142857142857143,-0.5,8
54700,27.83688306,71.92467209,525,1,42,40,42,40,41,44,43,39,,,,,,,,41.375,2.8392857142857144,-0.125,8
54800,27.56205032,65.74444734,382,1,40,40,43,40,40,43,42,39,,,,,,,,40.875,2.4107142857142856,-0.5,8
54900,28.21241776,78.80989169,493,1,40,39,42,40,40,42,41,39,,,,,,,,40.375,1.4107142857142843,-0.5,8
55000,27.22760266,75.74505141,450,1,42,40,43,40,40,43,41,41,,,,,,,,41.25,1.6428571428571423,0.875,8
55100,29.28528936,74.71076992,487,1,42,39,43,40,42,43,41,42,,,,,,,,41.5,1.9999999999999984,0.25,8
55200,25.44496186,77.7685424,431,1,40,39,43,39,42,43,41,43,,,,,,,,41.25,3.0714285714285716,-0.25,8
55300,30.65171721,75.39559889,459,1,40,41,42,41,44,42,41,43,,,,,,,,41.75,1.6428571428571404,0.5,8
55400,26.21216863,65.73476706,597,1,42,43,42,41,42,42,41,42,,,,,,,,41.875,0.41071428571428586,0.125,8
55500,29.4341131,71.67772151,399,1,43,41,40,42,43,43,43,42,,,,,,,,42.125,1.267857142857144,0.25,8
55600,28.14917766,76.84572336,365,1,41,42,40,42,41,42,44,42,,,,,,,,41.75,1.3571428571428554,-0.375,8
55700,30.41445483,63.61696213,435,1,40,42,39,41,43,41,44,43,,,,,,,,41.625,2.839285714285713,-0.125,8
55800,30.78297991,63.26046559,457,1,39,42,38,41,42,40,41,44,,,,,,,,40.875,3.5535714285714346,-0.75,8
55900,26.42940261,63.17952495,326,1,41,40,40,38,43,42,40,44,,,,,,,,41.0,3.7142857142857175,0.125,8
56000,29.74025403,63.88510549,542,1,42,38,40,39,41,42,40,44,,,,,,,,40.75,3.642857142857143,-0.25,8
56100,26.32935255,62.06461631,427,1,43,37,44,39,41,42,41,43,,,,,,,,41.25,5.357142857142857,0.5,8
56200,25.86798783,76.7525804,424,1,43,39,44,39,41,41,41,42,,,,,,,,41.25,3.0714285714285716,0.0,8
56300,31.51207271,76.36636441,498,1,43,40,44,39,41,39,42,41,,,,,,,,41.125,3.267857142857142,-0.125,8
56400,26.15072349,63.02737984,532,1,42,43,44,40,40,39,41,40,,,,,,,,41.125,2.982142857142853,0.0,8
56500,26.59692353,74.11074353,596,1,42,41,41,42,38,39,41,39,,,,,,,,40.375,2.2678571428571406,-0.75,8
56600,25.91226805,72.53951118,352,1,41,42,42,43,38,39,42,39,,,,,,,,40.75,3.3571428571428603,0.375,8
56700,28.29204323,65.52388531,404,1,41,41,40,44,39,38,41,40,,,,,,,,40.5,3.1428571428571432,-0.25,8
56800,31.43725126,64.54736867,350,1,42,39,42,43,39,38,42,41,,,,,,,,40.75,3.357142857142857,0.25,8
56900,26.84839017,65.01171711,564,1,43,41,42,41,39,39,41,42,,,,,,,,41.0,2.0000000000000018,0.25,8
57000,28.79296492,74.61261216,465,1,44,40,43,41,40,40,41,43,,,,,,,,41.5,2.571428571428573,0.5,8
57100,27.88021116,66.38634133,556,1,42,42,43,40,41,39,39,41,,,,,,,,40.875,2.125000000000005,-0.625,8
57200,27.35206588,65.55918555,596,1,44,41,43,40,43,39,41,41,,,,,,,,41.5,2.857142857142861,0.625,8
57300,29.00506884,60.449622,465,1,41,40,43,40,42,38,41,41,,,,,,,,40.75,2.214285714285716,-0.75,8
57400,28.91225031,78.16472988,335,1,41,41,45,39,43,41,42,43,,,,,,,,41.875,3.267857142857142,1.125,8
57500,27.51556621,75.05408289,408,1,38,41,44,39,43,42,40,44,,,,,,,,41.375,5.125,-0.5,8
57600,30.95394308,69.45567352,311,1,39,42,45,40,42,42,41,43,,,,,,,,41.75,3.357142857142855,0.375,8
57700,25.37220475,78.85853841,555,1,38,41,44,40,42,41,42,42,,,,,,,,41.25,3.0714285714285703,-0.5,8
57800,25.59666877,65.87064424,305,1,39,40,42,40,41,41,43,42,,,,,,,,41.0,1.7142857142857153,-0.25,8
57900,31.93546882,73.49410086,478,1,39,40,41,40,42,42,44,41,,,,,,,,41.125,2.4107142857142896,0.125,8
58000,30.23378038,66.10300755,332,1,39,40,41,41,41,43,41,40,,,,,,,,40.75,1.3571428571428594,-0.375,8
58100,30.62750232,66.29144851,302,1,40,39,43,43,41,43,41,39,,,,,,,,41.125,2.982142857142859,0.375,8
58200,29.21890753,76.89418333,377,1,40,39,42,41,43,45,41,39,,,,,,,,41.25,4.2142857142857135,0.125,8
58300,27.93902298,75.74043907,466,1,39,39,42,41,43,43,44,40,,,,,,,,41.375,3.6964285714285756,0.125,8
58400,29.40458815,65.88214861,323,1,41,41,43,40,43,41,44,40,,,,,,,,41.625,2.2678571428571432,0.25,8
58500,25.64809294,61.62779031,484,1,43,40,42,41,41,39,42,40,,,,,,,,41.0,1.7142857142857137,-0.625,8
58600,30.30438418,67.15168279,502,1,42,39,44,42,42,41,40,40,,,,,,,,41.25,2.499999999999997,0.25,8
58700,28.78520133,75.20115071,591,1,38,40,41,41,42,42,38,40,,,,,,,,40.25,2.500000000000001,-1.0,8
58800,31.69712323,62.01088722,570,1,38,42,40,43,40,41,38,41,,,,,,,,40.375,3.1250000000000027,0.125,8
58900,29.4623268,73.44201729,470,1,40,43,39,41,40,40,39,41,,,,,,,,40.375,1.696428571428571,0.0,8
59000,26.06184776,77.7952652,538,1,41,42,41,42,40,42,39,41,,,,,,,,41.0,1.1428571428571437,0.625,8
59100,28.3428508,63.58454311,409,1,43,42,43,42,42,44,41,39,,,,,,,,42.0,2.285714285714279,1.0,8
59200,25.40475574,77.24408649,476,1,45,42,40,45,43,43,41,38,,,,,,,,42.125,5.839285714285716,0.125,8
59300,30.21800692,61.02727765,421,1,46,40,37,45,44,40,40,36,,,,,,,,41.0,13.428571428571429,-1.125,8
59400,28.51282065,73.33760516,401,1,44,40,38,45,42,37,39,36,,,,,,,,40.125,10.696428571428571,-0.875,8
59500,27.58757359,75.82077841,518,1,43,41,40,42,40,38,39,38,,,,,,,,40.125,3.267857142857149,0.0,8
59600,31.77984567,68.89532235,389,1,44,43,43,41,39,39,39,40,,,,,,,,41.0,4.285714285714288,0.875,8
59700,31.58418963,64.0745739,414,1,42,43,42,40,41,39,42,42,,,,,,,,41.375,1.6964285714285718,0.375,8
59800,31.66982398,78.49458998,410,1,43,42,42,41,42,40,43,42,,,,,,,,41.875,0.982142857142858,0.5,8
59900,26.5467917,60.39937737,561,1,42,41,41,41,41,39,42,40,,,,,,,,40.875,0.9821428571428586,-1.0,8
60000,30.09998717,71.10142458,351,1,43,42,42,40,38,38,40,38,,,,,,,,40.125,4.125000000000002,-0.75,8
60100,31.61767496,67.45698817,414,1,41,43,44,40,39,40,37,40,,,,,,,,40.5,4.857142857142853,0.375,8
60200,28.9960918,69.22114391,566,1,41,42,43,40,40,42,37,41,,,,,,,,40.75,3.357142857142859,0.25,8
60300,26.49912241,70.73130113,305,1,41,42,42,40,41,43,39,43,,,,,,,,41.375,1.9821428571428565,0.625,8
60400,30.72468725,70.69497245,584,1,40,43,42,41,42,40,42,41,,,,,,,,41.375,1.1250000000000004,0.0,8
60500,31.15942773,64.07247328,570,1,38,45,41,41,42,39,44,40,,,,,,,,41.25,5.642857142857143,-0.125,8
60600,29.9226477,73.59404646,425,1,37,45,42,43,42,40,44,41,,,,,,,,41.75,6.214285714285714,0.5,8
60700,27.05487014,60.38296582,496,1,38,42,41,42,42,42,42,45,,,,,,,,41.75,3.6428571428571432,0.0,8
60800,26.33485729,60.42368188,597,1,40,41,41,40,44,43,42,47,,,,,,,,42.25,5.642857142857143,0.5,8
60900,29.36988861,69.56974683,466,1,41,39,41,39,44,42,41,47,,,,,,,,41.75,7.071428571428574,-0.5,8
61000,28.37960367,70.83805761,329,1,42,40,41,40,42,40,42,46,,,,,,,,41.625,3.982142857142857,-0.125,8
61100,29.68147907,65.49778963,556,1,43,39,43,43,39,40,41,45,,,,,,,,41.625,4.839285714285716,0.0,8
61200,25.78189766,71.03351067,340,1,42,39,43,42,39,41,41,44,,,,,,,,41.375,3.124999999999999,-0.25,8
61300,25.95139486,70.32218466,377,1,41,40,42,40,39,42,42,42,,,,,,,,41.0,1.4285714285714304,-0.375,8
61400,27.54022689,66.9844111,562,1,39,40,42,39,40,42,42,40,,,,,,,,40.5,1.7142857142857122,-0.5,8
61500,26.81132201,73.03549273,377,1,41,41,42,39,39,40,41,40,,,,,,,,40.375,1.1249999999999998,-0.125,8
61600,29.33537042,79.15874433,524,1,40,40,43,40,42,39,41,40,,,,,,,,40.625,1.696428571428571,0.25,8
61700,27.57278371,69.81605389,434,1,40,41,41,41,44,37,42,40,,,,,,,,40.75,3.9285714285714275,0.125,8
61800,29.7877955,75.72101519,528,1,40,41,41,43,42,38,43,41,,,,,,,,41.125,2.696428571428572,0.375,8
61900,30.38158881,64.95193127,370,1,44,41,41,40,42,40,43,41,,,,,,,,41.5,2.0,0.375,8
62000,26.31017299,75.23901187,426,1,46,41,41,39,40,41,42,42,,,,,,,,41.5,4.285714285714284,0.0,8
62100,31.43876685,72.97811909,395,1,45,42,42,37,41,40,42,42,,,,,,,,41.375,5.124999999999999,-0.125,8
62200,30.51011888,72.7939556,375,1,43,42,41,40,39,42,42,43,,,,,,,,41.5,2.000000000000001,0.125,8
62300,29.38746562,77.86070681,394,1,40,44,41,39,40,42,41,43,,,,,,,,41.25,2.7857142857142847,-0.25,8
62400,31.36250198,64.6670051,397,1,39,43,41,42,39,44,40,44,,,,,,,,41.5,4.285714285714287,0.25,8
62500,26.86108125,67.36900234,587,1,39,42,42,40,41,42,40,44,,,,,,,,41.25,2.500000000000001,-0.25,8
62600,27.95199241,61.66134914,460,1,41,40,43,40,42,42,40,43,,,,,,,,41.375,1.6964285714285705,0.125,8
62700,25.60050886,74.52239954,439,1,42,42,42,39,43,42,42,43,,,,,,,,41.875,1.5535714285714275,0.5,8
62800,28.19327275,76.87734571,451,1,41,42,43,39,40,42,43,43,,,,,,,,41.625,2.2678571428571477,-0.25,8
62900,28.54480511,68.11667007,599,1,41,42,42,40,39,43,44,42,,,,,,,,41.625,2.5535714285714306,0.0,8
63000,29.31246847,67.13653637,496,1,41,43,42,39,38,43,43,42,,,,,,,,41.375,3.696428571428572,-0.25,8
63100,25.44827449,73.17303712,511,1,40,42,41,40,40,45,42,42,,,,,,,,41.5,2.857142857142855,0.125,8
63200,25.22726213,61.51180922,394,1,40,42,40,39,41,44,39,42,,,,,,,,40.875,2.982142857142857,-0.625,8
63300,27.93923116,65.87683792,441,1,38,40,39,41,43,43,39,41,,,,,,,,40.5,3.4285714285714257,-0.375,8
63400,26.32393319,67.32425597,355,1,39,41,39,42,42,40,40,41,,,,,,,,40.5,1.4285714285714286,0.0,8
63500,30.3115184,70.37180568,506,1,40,40,40,43,42,40,41,41,,,,,,,,40.875,1.2678571428571428,0.375,8
63600,29.68115399,69.53138439,403,1,41,39,40,43,42,39,42,40,,,,,,,,40.75,2.2142857142857144,-0.125,8
63700,27.28078882,64.17360846,524,1,43,39,39,43,42,41,42,41,,,,,,,,41.25,2.4999999999999996,0.5,8
63800,25.32048286,70.81575748,364,1,41,40,40,43,43,40,43,42,,,,,,,,41.5,2.000000000000002,0.25,8
63900,26.27710537,78.51737382,421,1,41,42,41,42,43,42,43,42,,,,,,,,42.0,0.5714285714285741,0.5,8
64000,29.8417554,60.54175781,441,1,40,41,42,41,44,39,42,41,,,,,,,,41.25,2.214285714285715,-0.75,8
64100,31.93115425,73.60613145,350,1,39,39,42,40,43,43,41,40,,,,,,,,40.875,2.6964285714285703,-0.375,8
64200,27.28522284,72.49418055,321,1,40,39,41,40,44,42,40,40,,,,,,,,40.75,2.500000000000001,-0.125,8
64300,30.61397401,78.48853909,395,1,42,41,41,41,44,42,40,39,,,,,,,,41.25,2.214285714285714,0.5,8
64400,31.06967544,72.90689881,463,1,42,41,40,43,45,41,40,39,,,,,,,,41.375,3.6964285714285707,0.125,8
64500,25.33726611,72.49685425,496,1,42,41,42,43,43,42,38,39,,,,,,,,41.25,3.3571428571428674,-0.125,8
64600,31.41355119,75.3961132,428,1,40,41,42,41,43,43,39,39,,,,,,,,41.0,2.5714285714285716,-0.25,8
64700,28.26341893,65.35611898,450,1,41,43,41,41,40,43,38,41,,,,,,,,41.0,2.5714285714285707,0.0,8
64800,31.74969545,71.91464525,463,1,39,41,41,40,42,41,39,42,,,,,,,,40.625,1.4107142857142858,-0.375,8
64900,28.76989079,70.38842219,454,1,42,39,42,42,41,41,36,44,,,,,,,,40.875,5.839285714285718,0.25,8
65000,26.64600457,68.76945013,327,1,42,38,43,42,43,40,37,43,,,,,,,,41.0,5.714285714285716,0.125,8
65100,31.82267815,61.58974335,422,1,41,39,43,41,44,41,38,43,,,,,,,,41.25,4.2142857142857135,0.25,8
65200,26.7031344,65.85257716,361,1,40,40,44,41,44,41,38,42,,,,,,,,41.25,4.21428571428571,0.0,8
65300,31.17734759,65.59963428,460,1,41,40,45,40,43,40,39,42,,,,,,,,41.25,3.9285714285714297,0.0,8
65400,26.21189946,74.48501914,527,1,44,42,43,42,40,41,41,42,,,,,,,,41.875,1.5535714285714295,0.625,8
65500,29.72337301,78.4131227,474,1,43,41,41,42,40,40,44,43,,,,,,,,41.75,2.214285714285715,-0.125,8
65600,27.87904126,64.61574446,367,1,42,40,40,41,40,40,45,43,,,,,,,,41.375,3.4107142857142834,-0.375,8
65700,31.80412721,61.49247878,362,1,41,38,42,41,42,39,45,43,,,,,,,,41.375,4.83928571428571,0.0,8
65800,26.29340842,79.99913909,311,1,43,40,41,41,41,40,44,43,,,,,,,,41.625,2.2678571428571423,0.25,8
65900,27.86156271,73.8241066,428,1,43,41,41,40,40,42,44,43,,,,,,,,41.75,2.2142857142857157,0.125,8
66000,29.47843427,77.72941694,430,1,42,43,39,39,39,39,44,43,,,,,,,,41.0,4.8571428571428585,-0.75,8
66100,31.84334296,62.87758832,371,1,42,44,40,40,40,40,41,43,,,,,,,,41.25,2.500000000000001,0.25,8
66200,27.12704154,76.01536082,529,1,43,43,41,42,41,38,41,43,,,,,,,,41.5,2.85714285714286,0.25,8
66300,27.77809736,76.26647492,416,1,43,41,42,43,41,41,40,42,,,,,,,,41.625,1.1250000000000016,0.125,8
66400,28.23254391,63.02977852,501,1,41,38,42,43,42,41,41,42,,,,,,,,41.25,2.2142857142857126,-0.375,8
66500,26.76890344,63.2280836,492,1,40,39,42,41,42,41,40,42,,,,,,,,40.875,1.267857142857144,-0.375,8
66600,30.7214829,65.90902432,481,1,41,41,40,41,40,40,41,42,,,,,,,,40.75,0.5000000000000006,-0.125,8
66700,25.64396924,64.33574895,572,1,43,44,40,41,40,41,41,42,,,,,,,,41.5,2.000000000000002,0.75,8
66800,29.93352952,79.50819816,305,1,43,42,39,41,40,41,41,42,,,,,,,,41.125,1.55357142857143,-0.375,8
66900,28.73750279,67.25887667,320,1,42,41,41,42,42,40,41,41,,,,,,,,41.25,0.5000000000000008,0.125,8
67000,26.69348869,75.22612824,517,1,39,40,41,42,40,39,42,40,,,,,,,,40.375,1.4107142857142863,-0.875,8
67100,28.44981331,76.10101607,406,1,39,39,44,41,40,41,42,38,,,,,,,,40.5,3.714285714285716,0.125,8
67200,30.80964365,67.71881774,596,1,38,40,43,40,42,42,42,38,,,,,,,,40.625,3.696428571428569,0.125,8
67300,28.11809123,73.65171109,365,1,40,42,41,41,43,42,43,39,,,,,,,,41.375,1.9821428571428577,0.75,8
67400,25.85328435,62.15600282,355,1,41,43,39,41,43,40,42,41,,,,,,,,41.25,1.9285714285714288,-0.125,8
67500,25.28561373,67.93924103,476,1,41,44,39,43,41,38,43,40,,,,,,,,41.125,4.410714285714287,-0.125,8
67600,30.44457406,79.3462132,384,1,42,41,41,42,43,37,43,40,,,,,,,,41.125,3.839285714285713,0.0,8
67700,27.31303202,63.37061308,402,1,41,40,42,44,43,38,43,41,,,,,,,,41.5,3.714285714285715,0.375,8
67800,31.51871288,67.71422609,576,1,43,39,42,42,45,40,43,42,,,,,,,,42.0,3.4285714285714275,0.5,8
67900,29.32003027,75.8104302,308,1,42,40,42,41,43,42,41,42,,,,,,,,41.625,0.8392857142857135,-0.375,8
68000,28.05398724,73.3084651,459,1,41,43,40,41,43,41,42,42,,,,,,,,41.625,1.1250000000000007,0.0,8
68100,28.95125444,72.63037203,400,1,41,43,39,41,43,39,42,44,,,,,,,,41.5,3.428571428571427,-0.125,8
68200,28.19992851,77.06514919,404,1,42,43,40,43,42,38,42,45,,,,,,,,41.875,4.410714285714286,0.375,8
68300,31.34067758,60.58187686,374,1,42,43,42,42,41,40,41,45,,,,,,,,42.0,2.2857142857142856,0.125,8
68400,28.20615309,75.42328736,340,1,42,41,42,44,43,42,39,44,,,,,,,,42.125,2.6964285714285694,0.125,8
68500,25.72845156,77.65098078,310,1,43,40,42,42,44,43,38,44,,,,,,,,42.0,4.2857142857142865,-0.125,8
68600,29.17961627,60.32348955,596,1,41,40,42,42,45,43,38,43,,,,,,,,41.75,4.499999999999998,-0.25,8
68700,29.36086732,71.17925902,498,1,41,39,42,40,44,41,40,42,,,,,,,,41.125,2.4107142857142847,-0.625,8
68800,30.35731051,66.9717697,533,1,41,40,41,39,44,40,40,41,,,,,,,,40.75,2.214285714285715,-0.375,8
68900,31.53298899,61.01525418,320,1,41,41,41,39,45,40,42,41,,,,,,,,41.25,3.0714285714285725,0.5,8
69000,28.10157177,68.35496239,304,1,38,44,41,40,41,41,41,42,,,,,,,,41.0,2.857142857142858,-0.25,8
69100,27.46453625,72.88060282,480,1,36,43,39,43,38,42,41,44,,,,,,,,40.75,7.928571428571429,-0.25,8
69200,28.43539711,78.38027263,517,1,38,43,39,42,38,43,39,43,,,,,,,,40.625,5.410714285714286,-0.125,8
69300,31.30139231,72.41060973,418,1,41,41,40,42,40,42,39,40,,,,,,,,40.625,1.1250000000000004,0.0,8
69400,31.85987667,77.13486163,416,1,41,40,43,42,42,41,39,38,,,,,,,,40.75,2.785714285714287,0.125,8
69500,31.79864505,62.43143013,415,1,42,40,44,42,42,41,39,38,,,,,,,,41.0,3.7142857142857175,0.25,8
69600,26.60786859,64.21042335,346,1,38,41,45,42,43,41,39,40,,,,,,,,41.125,4.982142857142853,0.125,8
69700,28.47826753,79.40585728,526,1,39,41,44,41,45,44,39,40,,,,,,,,41.625,5.696428571428574,0.5,8
69800,26.81631818,77.74801381,365,1,38,42,41,41,43,44,39,40,,,,,,,,41.0,4.000000000000001,-0.625,8
69900,27.57587948,64.70453906,397,1,43,40,40,38,43,43,40,39,,,,,,,,40.75,3.9285714285714306,-0.25,8
70000,25.22178874,72.41947764,501,1,41,41,39,38,41,39,41,38,,,,,,,,39.75,1.92857142857143,-1.0,8
70100,26.12420825,67.25265517,300,1,41,39,38,40,43,38,41,40,,,,,,,,40.0,2.857142857142857,0.25,8
70200,27.77953168,69.37197017,530,1,37,40,40,43,42,37,41,42,,,,,,,,40.25,5.071428571428575,0.25,8
70300,27.55293243,77.21756298,570,1,38,41,39,42,41,40,41,44,,,,,,,,40.75,3.3571428571428483,0.5,8
70400,26.95182786,74.7142522,315,1,37,40,41,41,39,42,41,44,,,,,,,,40.625,4.26785714285714,-0.125,8
70500,26.61216704,64.76885123,477,1,41,42,40,43,39,43,41,43,,,,,,,,41.5,2.285714285714285,0.875,8
70600,30.24269,66.31986149,423,1,41,41,42,43,40,41,39,43,,,,,,,,41.25,1.9285714285714273,-0.25,8
70700,27.0618479,65.7942092,324,1,43,40,42,43,39,38,38,43,,,,,,,,40.75,5.071428571428569,-0.5,8
70800,29.94580542,75.61325557,505,1,40,39,42,41,41,38,38,42,,,,,,,,40.125,2.696428571428574,-0.625,8
70900,27.58037576,69.80176842,484,1,40,40,40,40,43,40,42,42,,,,,,,,40.875,1.5535714285714275,0.75,8
71000,30.61385467,79.01448614,493,1,41,42,39,40,44,40,43,42,,,,,,,,41.375,2.8392857142857126,0.5,8
71100,26.17063344,76.33374354,544,1,42,40,38,40,42,43,42,41,,,,,,,,41.0,2.5714285714285756,-0.375,8
71200,26.10322716,64.22388862,386,1,44,38,41,39,40,44,38,41,,,,,,,,40.625,5.69642857142857,-0.375,8
71300,29.75770587,75.71885591,503,1,41,38,41,38,38,45,37,41,,,,,,,,39.875,6.982142857142854,-0.75,8
71400,31.40440669,70.12158694,523,1,42,41,44,39,39,42,38,40,,,,,,,,40.625,3.982142857142857,0.75,8
71500,26.00090693,65.07420252,351,1,42,39,42,41,39,40,39,40,,,,,,,,40.25,1.642857142857143,-0.375,8
71600,25.51593232,67.26663486,587,1,43,39,41,39,42,42,40,40,,,,,,,,40.75,2.2142857142857144,0.5,8
71700,31.54246045,79.44252233,402,1,43,38,40,40,40,43,41,39,,,,,,,,40.5,3.14285714285714,-0.25,8
71800,25.82128861,69.67922885,514,1,42,41,41,39,40,45,43,38,,,,,,,,41.125,4.98214285714286,0.625,8
71900,26.75256844,74.39211699,526,1,41,41,39,41,39,44,43,39,,,,,,,,40.875,3.553571428571426,-0.25,8
72000,31.50645917,69.5417059,451,1,39,42,40,41,41,44,42,39,,,,,,,,41.0,2.857142857142857,0.125,8
72100,30.62042525,67.43114548,339,1,39,43,39,41,43,42,40,41,,,,,,,,41.0,2.571428571428572,0.0,8
72200,27.3993047,75.92840037,383,1,40,45,40,39,42,41,39,41,,,,,,,,40.875,3.839285714285715,-0.125,8
72300,31.68169404,76.96648704,370,1,42,44,38,39,41,40,41,41,,,,,,,,40.75,3.357142857142858,-0.125,8
72400,28.97633959,61.43778331,456,1,40,42,41,40,38,40,41,40,,,,,,,,40.25,1.3571428571428577,-0.5,8
72500,25.50573784,65.57955178,378,1,40,40,41,42,40,42,40,40,,,,,,,,40.625,0.8392857142857134,0.375,8
72600,29.92146814,70.15742095,464,1,38,41,43,41,40,43,37,40,,,,,,,,40.375,4.553571428571431,-0.25,8
72700,28.7609415,66.32995495,386,1,39,39,42,39,41,45,38,41,,,,,,,,40.5,5.142857142857143,0.125,8
72800,29.00811635,75.6716601,300,1,39,38,40,39,40,45,38,42,,,,,,,,40.125,5.553571428571424,-0.375,8
72900,31.95872971,62.29466721,409,1,40,39,40,38,41,45,39,43,,,,,,,,40.625,5.410714285714285,0.5,8
73000,26.06759998,75.95596573,482,1,41,41,40,40,41,45,40,44,,,,,,,,41.5,3.7142857142857113,0.875,8
